sigma,component_period,phase,phase_over_pi,raw_leading_real,raw_leading_imag,raw_leading_modulus,raw_one_step_radius,bulk_deflated_leading_real,bulk_deflated_leading_imag,bulk_deflated_leading_modulus,bulk_deflated_one_step_radius
0.001,6,2.5132741228718345,0.8,0.005629359258715928,0.017849061025777876,0.018715733091857062,0.717822780712492,0.0022179075670797355,0.010731248531029771,0.01095804768244956,0.6865061499689448
0.001,6,2.530727415391778,0.8055555555555556,0.0053213501621858575,0.01741673933342835,0.018211523180590515,0.716190994650639,0.002032455501602212,0.01047072500785174,0.010666159456713786,0.6849633575743723
0.001,6,2.548180707911721,0.8111111111111111,0.005020927074074297,0.016979080529484512,0.017705899703485625,0.714512503918219,0.001851561798071234,0.010206970425217645,0.01037354936139721,0.6833774042299103
0.001,6,2.5656340004316642,0.8166666666666667,0.0047281817979161304,0.016536215325049237,0.017198898813311818,0.7127847292677912,0.0016752808174605397,0.009940061737980704,0.010080247674150632,0.6817460027572096
0.001,6,2.5830872929516078,0.8222222222222223,0.004443203844429519,0.01608827570166757,0.016690556475325212,0.7110048579314114,0.0015036653987049297,0.009670076454010816,0.009786285723280148,0.6800666704879309
0.001,6,2.600540585471551,0.8277777777777777,0.004166080413269709,0.015635394820820638,0.016180908417415086,0.7091698143080115,0.0013367668195542366,0.009397092546108843,0.009491696047071648,0.6783367066001328
0.001,6,2.6179938779914944,0.8333333333333334,0.0038968963776314022,0.01517770692305344,0.01566999007083607,0.7072762258672718,0.0011746347524007258,0.009121188351091287,0.009196512585628909,0.6765531661316926
0.001,6,2.6354471705114375,0.8388888888888889,0.003635734272309229,0.014715347214359992,0.015157836499250685,0.7053203832960097,0.001017317213535554,0.008842442453065315,0.008900770913169685,0.674712830084893
0.001,6,2.652900463031381,0.8444444444444446,0.0033826742860232836,0.014248451736763671,0.01464448231315149,0.7032981936723857,0.0008648605037761669,0.008560933547073307,0.008604508521025307,0.6728121709174156
0.001,6,2.670353755551324,0.85,0.0031377942590909563,0.01377715721912185,0.014129961565863705,0.7012051251417306,0.0007173091376970128,0.008276740278174455,0.008307765164674493,0.6708473125697673
0.001,6,2.6878070480712677,0.8555555555555556,0.002901169687907393,0.013301600902955648,0.013614307626153567,0.6990361411610528,0.0005747057577031502,0.007989941049541847,0.008010583292313427,0.6688139840018014
0.001,6,2.705260340591211,0.8611111111111112,0.002672873738237073,0.012821920336438529,0.01309755302087124,0.696785621843126,0.00043709102778306027,0.007700613791144408,0.007713008578170512,0.666707464994855
0.001,6,2.722713633111154,0.8666666666666666,0.002452977270089505,0.012338253127382383,0.012579729238856332,0.6944472692169759,0.00030450349976546883,0.00740883567784233,0.007415090591667699,0.664522522713857
0.001,6,2.7401669256310974,0.8722222222222222,0.0022415488780713182,0.011850736642868252,0.012060866484270651,0.6920139922599691,0.00017697944198468742,0.007114682781950054,0.0071168836445920465,0.6622533372087062
0.001,6,2.7576202181510405,0.8777777777777778,0.002038654952751696,0.011359507638670635,0.01154099336319866,0.6894777662461018,5.455261595356184e-05,0.006818229640062052,0.006818447874152011,0.6598934136617001
0.001,6,2.775073510670984,0.8833333333333334,0.0018443597710372534,0.010864701795198571,0.011020136481169897,0.6868294591454316,-6.274601980470716e-05,0.006519548706526705,0.006519850642443841,0.6574354787600066
0.001,6,2.792526803190927,0.8888888888888888,0.0016587256272915466,0.010366453127361052,0.010498319920273313,0.6840586152751146,-0.0001748887094409667,0.006218709655385184,0.006221168366044343,0.6548713581069587
0.001,6,2.8099800957108707,0.8944444444444445,0.0014818130227272578,0.009864893222037542,0.009975564551268582,0.6811531827972578,-0.0002818514489178166,0.005915778477325744,0.005922488938955275,0.6521918311352256
0.001,6,2.827433388230814,0.9,0.0013136809397628572,0.009360150236252819,0.009451887116164683,0.6780991664419896,-0.00038361475473721804,0.00561081629586541,0.0056239149874443275,0.6493864596718062
0.001,6,2.8448866807507573,0.9055555555555557,0.0011543872428629639,0.008852347557695156,0.008927298986183678,0.6748801791414186,-0.00048016476165001383,0.005303877793853151,0.005325568312439432,0.6464433863998762
0.001,6,2.8623399732707004,0.9111111111111111,0.00100398927198668,0.008341601980102668,0.008401804452182703,0.6714768546757838,-0.0005714948240349771,0.004995009091670962,0.005027596061715215,0.6433491005419362
0.001,6,2.8797932657906435,0.9166666666666666,0.0008625447367608292,0.00782802116756507,0.00787539832787908,0.6678660655741234,-0.0006576079073046847,0.004684244843043889,0.004730179479610992,0.6400881713686186
0.001,6,2.897246558310587,0.9222222222222223,0.0007301130934537266,0.007311700053116965,0.007348062519874419,0.6640198622426344,-0.0007385202526602993,0.004371604198977295,0.0044335465979400005,0.6366429582003214
0.001,6,2.91469985083053,0.9277777777777777,0.000606757721802539,0.00679271559990188,0.0068197610041787655,0.6599040031853323,-0.0008142671580888723,0.004057085114013334,0.004137991134245059,0.6329933239884906
0.001,6,2.9321531433504737,0.9333333333333333,0.0004925494752774885,0.00627111897500737,0.006290432273245903,0.6554758683535042,-0.000884912400621639,0.0037406562046566716,0.0038439015073503647,0.6291164206802197
0.001,6,2.949606435870417,0.9388888888888889,0.0003875726892080787,0.0057469235033487,0.00575997763387686,0.650681410985778,-0.0009505641755085427,0.0034222449991000935,0.003551807016945858,0.6249867066416773
0.001,6,2.9670597283903604,0.9444444444444445,0.0002919358052551257,0.005220085486413016,0.00522824243889376,0.6454505519256176,-0.0010114032317949345,0.003101721006423696,0.003262454551250525,0.6205765669242649
0.001,6,2.9845130209103035,0.95,0.00020579117842556716,0.00469047245299481,0.004694984754120181,0.6396899320928954,-0.0010677350076366207,0.0027788720615868475,0.0029769427238696936,0.6158584055094639
0.001,6,3.001966313430247,0.9555555555555556,0.00012937446090371778,0.004157808229451276,0.004159820551902075,0.6332709260393775,-0.0011200916322077628,0.0024533751619673985,0.002696971440319754,0.6108103146333986
0.001,6,3.01941960595019,0.9611111111111111,6.308944848807795e-05,0.003621573072693195,0.0036221225544377927,0.6260085455120341,-0.0011694431157570043,0.0021247787731397826,0.0024253416327966767,0.6054306594291324
0.001,6,3.036872898470133,0.9666666666666667,7.710526615517434e-06,0.0030808125764395407,0.003080822225213381,0.6176212356081814,-0.0012176538533149772,0.001792588976908129,0.0021670385660216905,0.5997757282038099
0.001,6,3.0543261909900767,0.9722222222222222,-3.5065375206497305e-05,0.0025337600838765038,0.0025340027117555022,0.6076459247607516,-0.001268431120251172,0.0014568960263888246,0.001931699650186123,0.5940572494884021
0.001,6,3.07177948351002,0.9777777777777777,-6.082727826223601e-05,0.0019771734231224065,0.0019781088703310456,0.5952337060825501,-0.0013284316997210213,0.0011212514441428555,0.0017383715315823947,0.5888597678738136
0.001,6,3.0892327760299634,0.9833333333333334,-5.5492542394809056e-05,0.0014069990746841015,0.001408092972222842,0.578610012049065,-0.0014025447485327904,0.0007995668790504323,0.0016144469535142234,0.5852417698204703
0.001,6,3.1066860685499065,0.9888888888888889,-0.0008693950269700532,0.00022729973894918389,0.0008986172067385682,0.5573541350243101,-0.0014768786077806993,0.0005096901726276506,0.0015623554314538868,0.5836443963107303
0.001,6,3.12413936106985,0.9944444444444445,-0.0009960595627450327,0.00014965938213249872,0.0010072400822029011,0.5626794876219396,-0.0015278613784143779,0.0002482276510227976,0.0015478944920060212,0.5831922977136867
0.001,6,3.141592653589793,1.0,-0.0010438837316175246,1.1192138163816622e-18,0.0010438837316175246,0.5643575560885258,-0.0015454030271675938,1.727408999378895e-18,0.0015454030271675938,0.5831140152396292
