sigma,node,theta,z_real,z_imag,base_depth,middle_depth,maximum_depth,first_increment_rouche_ratio,second_increment_rouche_ratio,total_extended_rouche_ratio,increment_is_informative,observed_contraction_ratio,conditional_geometric_total,conditional_tail_admissible,base_true_residual_to_forcing,deep_true_residual_to_forcing,base_reported_residual_bound,deep_reported_residual_bound,feshbach_reconstruction_error,base_smallest_feshbach_singular,deep_smallest_feshbach_singular,base_absolute_residual_norm,deep_absolute_residual_norm,forcing_norm
0.002,12,2.356194490192345,0.11589203907250563,-0.5337932644905664,46,54,62,2.1343833191797503e-15,1.5251223029542882e-15,1.7040655593554696e-15,0,,,0,5.350038994931647e-15,5.358517900747923e-15,2.0871914362984493e-15,2.0871914362984493e-15,5.836511550870059e-16,0.0211285923069014,0.021128592306901436,6.334828569198144e-15,6.344868199722589e-15,1.1840714759648363
0.002,13,2.552544031041707,0.10139000786227323,-0.5514640406484215,46,54,62,6.505028104150806e-16,0.0,6.505028104150806e-16,0,,,0,4.7051622791166995e-15,4.690323368131457e-15,1.6897531523088461e-15,1.6897531523088453e-15,4.661097492677873e-16,0.028738679542571255,0.028738679542571307,5.571248444487783e-15,5.553678113255777e-15,1.1840714759648363
0.002,14,2.748893571891069,0.09061402652623994,-0.5716244837360381,46,54,62,4.3447117366182145e-16,6.424933600111343e-17,4.342272099694322e-16,0,,,0,4.152916799419212e-15,4.125017166541751e-15,1.389959973801885e-15,1.3899599738018848e-15,4.600389562760652e-16,0.03723668799902745,0.037236687999027504,4.91735032424747e-15,4.884315164767378e-15,1.1840714759648363
0.002,15,2.945243112740431,0.08397820998390952,-0.5934998392316662,46,54,62,1.017153622426552e-15,0.0,1.017153622426552e-15,0,,,0,3.680690442018046e-15,3.675513780548775e-15,1.1540268180933975e-15,1.1540268180933975e-15,5.723633375440483e-16,0.04630522411403461,0.04630522411403452,4.3582005642499735e-15,4.352071027063483e-15,1.1840714759648363
0.002,16,3.141592653589793,0.08173756894359493,-0.6162494494914493,46,54,62,4.498148311154425e-16,1.1002701057121197e-17,4.490935403881674e-16,0,,,0,3.2417815134686337e-15,3.234920095951906e-15,9.677199340375521e-16,9.677199340375521e-16,4.007716337320622e-16,0.05552880177373938,0.05552880177373936,3.838501021408326e-15,3.830376612642083e-15,1.1840714759648363
0.002,17,3.3379421944391554,0.08397820998390952,-0.6389990597512325,46,54,62,2.723322368613111e-16,0.0,2.723322368613111e-16,0,,,0,2.8569002206437278e-15,2.852185931380694e-15,8.220109331566324e-16,8.220109331566325e-16,3.499678993548438e-16,0.06450796252608765,0.06450796252608769,3.3827740609418853e-15,3.37719200549608e-15,1.1840714759648363
0.002,18,3.5342917352885173,0.09061402652623993,-0.6608744152468605,46,54,62,6.774717162939291e-17,0.0,6.774717162939291e-17,0,,,0,2.619942219295863e-15,2.6199176785141763e-15,7.093613711069952e-16,7.093613711069952e-16,2.6159192253060916e-16,0.07292049995311817,0.0729204999531181,3.102198850544241e-15,3.102169792504648e-15,1.1840714759648363
0.002,19,3.730641276137879,0.10139000786227322,-0.6810348583344772,46,54,62,4.30540525260292e-18,0.0,4.30540525260292e-18,0,,,0,2.357142439581042e-15,2.356817914229367e-15,6.231568089293131e-16,6.231568089293131e-16,2.071805673255536e-16,0.08052448863858253,0.08052448863858253,2.7910251274940796e-15,2.790640866281934e-15,1.1840714759648363
0.002,20,3.9269908169872414,0.1158920390725056,-0.6987056344923323,46,54,62,0.0,0.0,0.0,0,,,0,2.252141233118057e-15,2.2522814964156986e-15,5.578304643449782e-16,5.578304643449782e-16,2.2716175353579927e-16,0.08713632709436121,0.08713632709436121,2.666696193979364e-15,2.6668622757492263e-15,1.1840714759648363
0.002,21,4.123340357836604,0.13356281523036062,-0.7132076657025647,46,54,62,7.521297205714715e-19,0.0,7.521297205714715e-19,0,,,0,2.0331960494917494e-15,2.0327404815169916e-15,5.089507035309108e-16,5.089507035309108e-16,1.957747318346911e-16,0.09261077218323505,0.09261077218323505,2.4074494472475702e-15,2.4069100222032963e-15,1.1840714759648363
0.002,22,4.319689898685965,0.15372325831797728,-0.7239836470385979,46,54,62,0.0,0.0,0.0,0,,,0,1.992742520570059e-15,1.9927425382362195e-15,4.731591317027688e-16,4.731591317027688e-16,3.017036797132815e-16,0.09683087280397311,0.09683087280397311,2.359549577549278e-15,2.3595495984672747e-15,1.1840714759648363
0.002,23,4.516039439535327,0.17559861381360536,-0.7306194635809283,46,54,62,6.2807740640054376e-18,0.0,6.2807740640054376e-18,0,,,0,1.920710735931699e-15,1.9210833208287097e-15,4.48022683059003e-16,4.48022683059003e-16,1.915698261336088e-16,0.09970543663630388,0.09970543663630388,2.2742587959961537e-15,2.2746999631450792e-15,1.1840714759648363
0.002,24,4.71238898038469,0.1983482240733885,-0.732860104621243,46,54,62,6.844286988378332e-19,0.0,6.844286988378332e-19,0,,,0,1.9178179973830924e-15,1.917654198364144e-15,4.318718533677952e-16,4.318718533677952e-16,3.079572400678661e-16,0.10117007149023946,0.10117007149023946,2.270833586793325e-15,2.270639637047197e-15,1.1840714759648363
0.002,25,4.908738521234052,0.22109783433317165,-0.7306194635809283,46,54,62,2.0250117339735027e-17,0.0,2.0250117339735027e-17,0,,,0,1.8381079617989434e-15,1.842282429350363e-15,4.236665588487384e-16,4.236665588487384e-16,1.8634634752032698e-16,0.10118932704499406,0.10118932704499409,2.176451207309992e-15,2.1813940752649687e-15,1.1840714759648363
0.002,26,5.105088062083414,0.24297318982879973,-0.7239836470385979,46,54,62,3.4377613995179525e-19,0.0,3.4377613995179525e-19,0,,,0,1.8617054985388088e-15,1.8617502220885644e-15,4.229067043961937e-16,4.229067043961938e-16,1.985340857285376e-16,0.09975895837271259,0.09975895837271259,2.2043923774666985e-15,2.204445333346268e-15,1.1840714759648363
0.002,27,5.301437602932776,0.2631336329164164,-0.7132076657025647,46,54,62,3.816361873001081e-18,0.0,3.816361873001081e-18,0,,,0,1.9767748664578105e-15,1.9760779515327803e-15,4.2959346008336777e-16,4.2959346008336777e-16,1.642936595860956e-16,0.09690814567495053,0.09690814567495055,2.3406427337768917e-15,2.3398175366929893e-15,1.1840714759648363
0.002,28,5.497787143782138,0.2808044090742714,-0.6987056344923323,46,54,62,1.942789963936538e-17,0.0,1.942789963936538e-17,0,,,0,2.0082748720086644e-15,2.007136261702294e-15,4.442459569062779e-16,4.442459569062779e-16,2.7298662721724537e-16,0.09270178486276101,0.09270178486276101,2.377940991842392e-15,2.3765927958563792e-15,1.1840714759648363
0.002,29,5.6941366846315,0.2953064402845038,-0.6810348583344772,46,54,62,7.692673237090527e-19,0.0,7.692673237090527e-19,0,,,0,1.936682555692041e-15,1.9367906741488585e-15,4.679831369928702e-16,4.679831369928702e-16,2.630345081185169e-16,0.08724294046393771,0.08724294046393771,2.293170572193626e-15,2.293298592174369e-15,1.1840714759648363
0.002,30,5.890486225480862,0.3060824216205371,-0.6608744152468606,46,54,62,6.18873545735581e-17,0.0,6.18873545735581e-17,0,,,0,2.0941760761858737e-15,2.091576099147892e-15,5.026905622515807e-16,5.026905622515808e-16,2.757125911456785e-16,0.08067534405197702,0.08067534405197709,2.479654157459657e-15,2.476575598810819e-15,1.1840714759648363
0.002,31,6.086835766330224,0.31271823816286753,-0.6389990597512325,46,54,62,2.994486288692884e-16,0.0,2.994486288692884e-16,0,,,0,2.1990717722504507e-15,2.1999384261465327e-15,5.513077582658467e-16,5.513077582658467e-16,3.332476689890357e-16,0.07318544388564756,0.07318544388564756,2.6038581591211995e-15,2.604884339279084e-15,1.1840714759648363
0.001,0,0.0,0.41032332684952244,-0.5484467747212602,50,58,66,4.517880865155385e-16,2.6950629949861592e-16,6.052033746385633e-16,0,,,0,3.289490112280834e-15,3.29935891970183e-15,8.928949329424022e-16,8.92894932942402e-16,4.997712648632616e-16,0.049220040127742976,0.049220040127742976,4.054426397550981e-15,4.066590092213158e-15,1.232539469389
0.001,1,0.19634954084936207,0.4084777459229348,-0.5297082771094945,50,58,66,0.0,1.4022866274485844e-15,1.4022866274485844e-15,0,,,0,3.643504788101863e-15,3.658796889150628e-15,1.0243847766109078e-15,1.0243847766109078e-15,4.263274653426717e-16,0.04441713539544285,0.044417135395442835,4.490763458243351e-15,4.509611576355839e-15,1.232539469389
0.001,2,0.39269908169872414,0.40301192778316686,-0.5116898894522786,50,58,66,1.1680060523012336e-15,6.625749352398221e-16,8.348803629102532e-16,0,,,0,4.172206958195239e-15,4.189609665589251e-15,1.2081294719020068e-15,1.2081294719020068e-15,4.499670191190704e-16,0.039282359439987945,0.03928235943998794,5.1424097504350536e-15,5.163859274172401e-15,1.232539469389
0.001,3,0.5890486225480862,0.39413592075606374,-0.49508404828245073,50,58,66,1.9037378873261297e-16,1.2487221658695802e-15,1.1973335579114856e-15,0,,,0,4.8451671711803634e-15,4.828001047028725e-15,1.4663155979226487e-15,1.4663155979226481e-15,5.375008896345682e-16,0.033997391667504234,0.03399739166750426,5.971859774267647e-15,5.950701848714321e-15,1.232539469389
0.001,4,0.7853981633974483,0.38219082481395505,-0.4805289067635046,50,58,66,2.046955307220862e-15,2.8540577743070946e-15,3.2820144894493994e-15,0,,,0,5.688509889896501e-15,5.647235133454553e-15,1.8306326856774783e-15,1.8306326856774744e-15,6.436170753607111e-16,0.028743925781125428,0.028743925781125442,7.011312961307112e-15,6.960440194902993e-15,1.232539469389
0.001,5,0.9817477042468103,0.3676356832950089,-0.4685838108213959,50,58,66,4.3985711782652934e-16,2.231872058294138e-15,2.2874647106294844e-15,0,,,0,6.77317114626372e-15,6.791443028457393e-15,2.341138026092328e-15,2.3411380260923085e-15,6.559000783911386e-16,0.02368712410689799,0.02368712410689803,8.34820077069677e-15,8.370721586680498e-15,1.232539469389
0.001,6,1.1780972450961724,0.35102984212518107,-0.45970780379429277,50,58,66,2.0472764164674717e-15,5.419510138581491e-15,5.235682867693347e-15,0,,,0,8.227510695576158e-15,8.172042925009046e-15,3.034432630401912e-15,3.0344326304018132e-15,5.814305851240296e-16,0.018957914648934912,0.018957914648934773,1.014073166711776e-14,1.007236545061478e-14,1.232539469389
0.001,7,1.3744467859455345,0.33301145446796504,-0.45424198565452484,50,58,66,4.914687170028785e-15,7.313599150129472e-15,8.85723582098714e-15,0,,,0,9.822994367724905e-15,9.847769321119753e-15,3.921097078865273e-15,3.921097078864852e-15,7.672706428644956e-16,0.01464130139311573,0.014641301393115834,1.2107228265806788e-14,1.2137764373718212e-14,1.232539469389
0.001,8,1.5707963267948966,0.3142729568561994,-0.4523964047279372,50,58,66,1.1032972897859903e-14,1.0145090070143328e-14,1.2636446753626608e-14,0,,,0,1.1974193020888115e-14,1.1976088393001152e-14,5.0071806402547675e-15,5.007180640253281e-15,9.30814790623368e-16,0.010794165919912497,0.010794165919912498,1.4758665512326903e-14,1.47610016332654e-14,1.232539469389
0.001,9,1.7671458676442586,0.2955344592444337,-0.45424198565452484,50,58,66,1.9878709390910522e-14,2.4579422966219506e-14,3.080394729268466e-14,0,,,0,1.4887232548689464e-14,1.4863468217472085e-14,6.49848893088828e-15,6.49848893088405e-15,1.1264443869860518e-15,0.007627011137771633,0.007627011137771839,1.834910170623236e-14,1.8319811230043307e-14,1.232539469389
0.001,10,1.9634954084936207,0.2775160715872177,-0.45970780379429277,50,58,66,4.106804268514022e-14,7.111793754283542e-14,4.8746880677166696e-14,0,,,0,2.284273585281738e-14,2.2872901373966e-14,9.678511359903294e-15,9.67851135989276e-15,1.7149472633193593e-15,0.006953027842209967,0.006953027842209815,2.815457352742462e-14,2.819175372285498e-14,1.232539469389
0.001,11,2.1598449493429825,0.2609102304173899,-0.4685838108213959,50,58,66,3.8056331883780614e-14,7.037652337817284e-14,9.836552784013328e-14,0,,,0,6.793797751655127e-14,6.835945397580378e-14,2.58915106339899e-14,2.5891510633956218e-14,4.0638436574829795e-15,0.020944667287870946,0.020944667287871095,8.373623875961191e-14,8.425572513105895e-14,1.232539469389
0.001,12,2.356194490192345,0.24635508889844376,-0.48052890676350457,50,58,66,6.438738936858448e-14,1.1188122469562302e-13,7.015877645217833e-14,0,,,0,2.3943493984167854e-14,2.397426259276703e-14,9.754734733160406e-15,9.754734733150698e-15,1.611439280393779e-15,0.0028757464883658883,0.0028757464883657977,2.951130137056496e-14,2.9549224895081624e-14,1.232539469389
0.001,13,2.552544031041707,0.234409992956335,-0.49508404828245073,50,58,66,2.6356603019368296e-14,2.097870309138221e-14,2.8070619463739497e-14,0,,,0,1.2084262731246171e-14,1.2085210926416973e-14,4.936296897173632e-15,4.936296897171012e-15,9.008383752391826e-16,0.005899864594716702,0.005899864594716738,1.4894330774727424e-14,1.489549946270012e-14,1.232539469389
0.001,14,2.748893571891069,0.2255339859292319,-0.5116898894522786,50,58,66,4.038062480805118e-15,6.0466019250067185e-15,8.059874993682896e-15,0,,,0,8.646531550059334e-15,8.670835751439473e-15,3.3454412405863003e-15,3.3454412405855907e-15,6.706415682414126e-16,0.01102644577623264,0.011026445776232699,1.0657191408765379e-14,1.0687147296238377e-14,1.232539469389
0.001,15,2.945243112740431,0.22006816778946398,-0.5297082771094945,50,58,66,1.447015641411014e-15,5.517850272803555e-15,5.7301478282971726e-15,0,,,0,6.968648806279118e-15,6.942429066195101e-15,2.5243173924841124e-15,2.5243173924839396e-15,5.490675759755808e-16,0.016489360519970454,0.01648936051997046,8.589134702049551e-15,8.55681783751888e-15,1.232539469389
0.001,16,3.141592653589793,0.2182225868628763,-0.5484467747212602,50,58,66,6.851873330923086e-16,3.2895052762708736e-15,3.299982701379311e-15,0,,,0,5.872535990246853e-15,5.867957129002645e-15,2.0016775279504024e-15,2.001677527950364e-15,5.318286514151882e-16,0.02230567544616624,0.02230567544616622,7.238132393386661e-15,7.23248876617832e-15,1.232539469389
0.001,17,3.3379421944391554,0.22006816778946398,-0.567185272333026,50,58,66,5.110164738565816e-16,5.122877502971296e-16,5.412994381704728e-16,0,,,0,4.994418589715543e-15,5.001616376124853e-15,1.6320587959301192e-15,1.6320587959301113e-15,4.387489607818765e-16,0.02832610468115963,0.028326104681159613,6.155818038474553e-15,6.1646895943162584e-15,1.232539469389
0.001,18,3.5342917352885173,0.2255339859292319,-0.5852036599902419,50,58,66,1.0060685577271498e-15,4.9407810106127e-16,7.962018625683148e-16,0,,,0,4.486038933901527e-15,4.488698462431272e-15,1.3585541825456468e-15,1.3585541825456453e-15,4.106997113470672e-16,0.0343382108807972,0.034338210880797235,5.529220047249383e-15,5.532498021132259e-15,1.232539469389
0.001,19,3.730641276137879,0.234409992956335,-0.6018095011600697,50,58,66,3.9303666308557227e-16,1.67802312706109e-15,1.6502710563425962e-15,0,,,0,3.993270278469931e-15,3.977120465767447e-15,1.152802012215292e-15,1.1528020122152914e-15,4.866041660609912e-16,0.04013519993395707,0.04013519993395706,4.921863230152193e-15,4.901957948573141e-15,1.232539469389
0.001,20,3.9269908169872414,0.2463550888984437,-0.6163646426790159,50,58,66,4.366292056603965e-17,2.1590505796439763e-16,2.1662880887897612e-16,0,,,0,3.5915632773811164e-15,3.592389661524457e-15,9.975433299613255e-16,9.975433299613255e-16,3.650266355795063e-16,0.04554266913987335,0.0455426691398733,4.426743496180339e-15,4.427762047253883e-15,1.232539469389
0.001,21,4.123340357836604,0.26091023041738987,-0.6283097386211246,50,58,66,1.751428267582604e-16,4.285785275838562e-16,4.2210133743347546e-16,0,,,0,3.25305384498024e-15,3.2496784357262737e-15,8.808766260180878e-16,8.808766260180878e-16,3.283398598045054e-16,0.0504186575552075,0.05041865755520747,4.009517259985791e-15,4.005356934854937e-15,1.232539469389
0.001,22,4.319689898685965,0.27751607158721764,-0.6371857456482277,50,58,66,1.8864085850245193e-17,4.0124046331158617e-16,4.020007141629694e-16,0,,,0,3.0803976848582213e-15,3.0739231682864847e-15,7.941616423494313e-16,7.941616423494313e-16,3.6427666730327045e-16,0.05464553609313222,0.05464553609313226,3.796711728002256e-15,3.788731630782377e-15,1.232539469389
0.001,23,4.516039439535327,0.29553445924443367,-0.6426515637879957,50,58,66,6.395997277881643e-17,2.9044427144931297e-16,2.9186169437353756e-16,0,,,0,2.8811799864935744e-15,2.8842164181431082e-15,7.31096960603598e-16,7.31096960603598e-16,3.998421196369863e-16,0.05812405152265936,0.05812405152265935,3.5511680517669964e-15,3.554910573621148e-15,1.232539469389
0.001,24,4.71238898038469,0.3142729568561994,-0.6444971447145833,50,58,66,0.0,2.870470009945974e-16,2.870470009945974e-16,0,,,0,2.79923734951822e-15,2.7977081752575932e-15,6.871883010580516e-16,6.871883010580517e-16,4.202283310318636e-16,0.06077166481434092,0.06077166481434097,3.4501705174690574e-15,3.4482857498372614e-15,1.232539469389
0.001,25,4.908738521234052,0.33301145446796504,-0.6426515637879957,50,58,66,0.0,1.2673703349853018e-16,1.2673703349853018e-16,0,,,0,2.7099111370337206e-15,2.706273360999223e-15,6.593822143623237e-16,6.593822143623237e-16,3.076348927601337e-16,0.06252383524296096,0.06252383524296096,3.3400724349308834e-15,3.335588732387568e-15,1.232539469389
0.001,26,5.105088062083414,0.3510298421251811,-0.6371857456482277,50,58,66,4.124641214914545e-17,4.457765713944034e-16,4.479439107788879e-16,0,,,0,2.6346799199660617e-15,2.6273808511794184e-15,6.458106284231731e-16,6.458106284231732e-16,3.163333545615632e-16,0.06333656257409817,0.06333656257409803,3.2473469905648224e-15,3.2383506001954992e-15,1.232539469389
0.001,27,5.301437602932776,0.36763568329500884,-0.6283097386211246,50,58,66,0.0,7.390410289894122e-16,7.390410289894122e-16,0,,,0,2.7108972218448885e-15,2.706927951584171e-15,6.456363637999324e-16,6.456363637999325e-16,2.814284207921085e-16,0.06318913129333578,0.06318913129333581,3.341287823380813e-15,3.336395541119807e-15,1.232539469389
0.001,28,5.497787143782138,0.382190824813955,-0.6163646426790159,50,58,66,1.5062544640058847e-16,1.5253006176225003e-16,3.8069908903462566e-17,0,,,0,2.75161703041694e-15,2.750838945683486e-15,6.590017136428949e-16,6.590017136428949e-16,3.233624743398871e-16,0.062086575309921725,0.06208657530992179,3.391476594631831e-15,3.3905175744873202e-15,1.232539469389
0.001,29,5.6941366846315,0.39413592075606374,-0.6018095011600697,50,58,66,0.0,2.9029706259234217e-16,2.9029706259234217e-16,0,,,0,2.7931747323338997e-15,2.790532734942192e-15,6.870913976503445e-16,6.870913976503446e-16,3.407220119966452e-16,0.060061673182760685,0.060061673182760685,3.442698102501587e-15,3.439441736438284e-15,1.232539469389
0.001,30,5.890486225480862,0.4030119277831668,-0.585203659990242,50,58,66,3.0681723099613154e-17,9.474995132760609e-16,9.477678960646731e-16,0,,,0,2.9129842906058265e-15,2.9027010861014946e-15,7.323362458944856e-16,7.323362458944856e-16,4.243801316017941e-16,0.057176343807520257,0.05717634380752027,3.590368111881798e-15,3.57769365645841e-15,1.232539469389
0.001,31,6.086835766330224,0.4084777459229348,-0.567185272333026,50,58,66,0.0,3.057844289358558e-16,3.057844289358558e-16,0,,,0,3.0938266443875917e-15,3.0986617258845606e-15,7.988083536536788e-16,7.988083536536788e-16,3.721327968336633e-16,0.05352222495952229,0.05352222495952225,3.813263450655032e-15,3.819222879437759e-15,1.232539469389
0.0005,0,0.0,0.3620769146299895,-0.5215803677067302,54,62,70,9.790650121366407e-16,3.527019485799627e-15,3.3216249137346265e-15,0,,,0,5.122188138701009e-15,5.13447392146795e-15,1.8037133921344135e-15,1.8037059976528475e-15,8.813343950493182e-16,0.02930728164220082,0.02930728164220085,8.985129822941494e-15,9.006681033117352e-15,1.7541584923548184
0.0005,1,0.19634954084936207,0.36088959845616414,-0.5095253442899179,54,62,70,1.4358471979666842e-15,2.4592158261743474e-15,2.0345451064337795e-15,0,,,0,5.664739202226035e-15,5.6791899357938014e-15,2.0708266713772245e-15,2.070807685213023e-15,7.315099764661153e-16,0.025281328082995453,0.025281328082995384,9.936850378560058e-15,9.962199255568712e-15,1.7541584923548184
0.0005,2,0.39269908169872414,0.3573732778293937,-0.49793358866247867,54,62,70,7.292348635340135e-15,5.720236919734696e-15,8.565840028910952e-15,0,,,0,6.3166667743990315e-15,6.326358651763877e-15,2.4500021059688513e-15,2.4499474375060517e-15,9.350638261881258e-16,0.021316775021302314,0.02131677502130221,1.1080434665687579e-14,1.1097435754673984e-14,1.7541584923548184
0.0005,3,0.5890486225480862,0.3516630829793896,-0.48725056549244355,54,62,70,6.547784209133886e-15,8.095703861350898e-15,5.701020256015533e-15,0,,,0,7.279818646807432e-15,7.31369206593033e-15,3.0048136306021645e-15,3.004640957914093e-15,9.02076353635841e-16,0.01756319905849097,0.017563199058491012,1.2769955702100218e-14,1.2829375047919745e-14,1.7541584923548184
0.0005,4,0.7853981633974483,0.34397845349192335,-0.4778868173691286,54,62,70,1.2388963986369523e-14,1.5933238283655782e-14,8.69466104668741e-15,0,,,0,8.671128415646699e-15,8.644753047783403e-15,3.864810335898329e-15,3.86422485853878e-15,1.0477759693437448e-15,0.014188393018052511,0.014188393018052503,1.521053354860584e-14,1.5164266973079456e-14,1.7541584923548184
0.0005,5,0.9817477042468103,0.3346147053686084,-0.47020218788166235,54,62,70,2.3175583186268344e-14,1.9142526642508673e-14,2.542439835371237e-14,0,,,0,1.127092655532172e-14,1.1327858066892382e-14,5.340336915906388e-15,5.3382362929279255e-15,1.2308493396014791e-15,0.0114184816573195,0.011418481657319592,1.9770991533725033e-14,1.9870858428229307e-14,1.7541584923548184
0.0005,6,1.1780972450961724,0.32393168219857327,-0.4644919930316582,54,62,70,1.6380497628850326e-14,5.174146447010731e-14,5.08937246137112e-14,0,,,0,1.6850799004703467e-14,1.6753158117789855e-14,8.336958221120896e-15,8.328938009140736e-15,1.693421561594063e-15,0.00965194616551125,0.00965194616551141,2.9558972177064707e-14,2.938769458608414e-14,1.7541584923548184
0.0005,7,1.3744467859455345,0.312339926571134,-0.4609756724048878,54,62,70,6.264810727728963e-14,6.426711819102757e-14,6.361585604041091e-14,0,,,0,3.0679693543953963e-14,3.106915016956248e-14,1.5189322707949545e-14,1.5157580490591586e-14,2.9411900178003836e-15,0.009260311571326629,0.00926031157132689,5.381704497297014e-14,5.4500213620185165e-14,1.7541584923548184
0.0005,8,1.5707963267948966,0.3002849031543217,-0.4597883562310625,54,62,70,1.4362426553184276e-13,1.3151253359499394e-13,9.16884896753046e-14,0,,,0,3.2825198192017615e-14,3.3306239559877506e-14,1.625281159732891e-14,1.6192384803968363e-14,3.2849481986792664e-15,0.00702526205685077,0.007025262056850906,5.758060017175772e-14,5.842442297236313e-14,1.7541584923548184
0.0005,9,1.7671458676442586,0.2882298797375094,-0.4609756724048878,54,62,70,4.829715674971431e-14,9.027493169919866e-14,7.631325437132061e-14,0,,,0,2.1763084626385798e-14,2.189776943795909e-14,1.1375806606345905e-14,1.1315344382229095e-14,2.3299065855661618e-15,0.007225384115925586,0.007225384115925517,3.817589971721124e-14,3.841215822322374e-14,1.7541584923548184
0.0005,10,1.9634954084936207,0.27663812411007016,-0.4644919930316582,54,62,70,6.236380711051875e-14,4.8802993503037504e-14,4.8405482958269906e-14,0,,,0,1.7504217751411077e-14,1.750034759733456e-14,9.04153528678288e-15,8.984660202106238e-15,2.0399419201162744e-15,0.009044517282418292,0.009044517282418186,3.07051722206657e-14,3.069838335702566e-14,1.7541584923548184
0.0005,11,2.1598449493429825,0.26595510094003505,-0.47020218788166235,54,62,70,2.1558352037143347e-14,2.63510138702869e-14,2.8390940826562935e-14,0,,,0,1.508288702911264e-14,1.517338597500972e-14,7.687470293078515e-15,7.639942147176842e-15,2.032045714911307e-15,0.011393721748276889,0.011393721748276844,2.645777437134627e-14,2.661652386584079e-14,1.7541584923548184
0.0005,12,2.356194490192345,0.2565913528167201,-0.4778868173691286,54,62,70,1.7805246515273826e-14,3.622081866790377e-14,2.905443132204874e-14,0,,,0,1.3727971347631001e-14,1.3787629353879826e-14,6.653911933418401e-15,6.620441445625525e-15,1.671844643640661e-15,0.0141518106164032,0.014151810616402973,2.408103752225054e-14,2.4185687120548873e-14,1.7541584923548184
0.0005,13,2.552544031041707,0.24890672332925384,-0.48725056549244355,54,62,70,8.263190252363141e-15,8.991434726585692e-15,1.1266178283469188e-14,0,,,0,1.2286164046789139e-14,1.227756403693268e-14,5.742494594198439e-15,5.722956442687332e-15,1.7372660183636493e-15,0.017322679167623315,0.017322679167623308,2.155187900113961e-14,2.1536793220815567e-14,1.7541584923548184
0.0005,14,2.748893571891069,0.24319652847924975,-0.49793358866247867,54,62,70,8.357628350610848e-15,1.3768253579925823e-14,9.975801064043498e-15,0,,,0,1.1030242726099231e-14,1.1081044799811886e-14,4.919282509173229e-15,4.909740478289426e-15,1.4943523892594242e-15,0.020903072079334454,0.020903072079334457,1.934879395072193e-14,1.9437908839754218e-14,1.7541584923548184
0.0005,15,2.945243112740431,0.2396802078524793,-0.5095253442899179,54,62,70,4.8179147527854585e-15,5.997004805860111e-15,5.586501033768307e-15,0,,,0,9.771062588136966e-15,9.755424895246379e-15,4.182503174988368e-15,4.178493422445123e-15,1.362254723733865e-15,0.024836183117515318,0.024836183117515166,1.713999241831091e-14,1.711256142652605e-14,1.7541584923548184
0.0005,16,3.141592653589793,0.23849289167865398,-0.5215803677067302,54,62,70,4.8033324335822334e-15,6.028552006923595e-15,5.236897421489122e-15,0,,,0,8.733377456529123e-15,8.71551332760429e-15,3.544268302876825e-15,3.5427619553656067e-15,1.0045678139911312e-15,0.028994131787922983,0.02899413178792297,1.5319728232310685e-14,1.528839171884867e-14,1.7541584923548184
0.0005,17,3.3379421944391554,0.2396802078524793,-0.5336353911235425,54,62,70,2.6823995636426844e-15,4.140506649908768e-15,3.4869829875536098e-15,0,,,0,7.742380543965314e-15,7.718123412477127e-15,3.009717601538923e-15,3.0091898033331475e-15,1.0881967572001319e-15,0.033187941769902196,0.03318794176990222,1.3581362582239473e-14,1.3538811729039302e-14,1.7541584923548184
0.0005,18,3.5342917352885173,0.24319652847924972,-0.5452271467509817,54,62,70,3.1963540227686904e-15,4.45455086545622e-15,6.441729707672591e-15,0,,,0,6.894890332858387e-15,6.88947937329368e-15,2.5739427794979153e-15,2.5737627529345252e-15,9.285838871000508e-16,0.03720118748163698,0.037201187481637144,1.209473043123868e-14,1.208523875056646e-14,1.7541584923548184
0.0005,19,3.730641276137879,0.24890672332925382,-0.5559101699210168,54,62,70,4.740490277259031e-16,1.7100831907182174e-15,1.7548461395104958e-15,0,,,0,6.1271679041660945e-15,6.140961563861801e-15,2.2259750778093534e-15,2.2259128089670894e-15,7.921222401157651e-16,0.04083121013587483,0.040831210135874964,1.0748023613176829e-14,1.0772219878472704e-14,1.7541584923548184
0.0005,20,3.9269908169872414,0.2565913528167201,-0.5652739180443318,54,62,70,1.1720524665233939e-15,4.563521529687732e-15,4.227179841379298e-15,0,,,0,5.519686234423859e-15,5.51832414890552e-15,1.9527048732749378e-15,1.9526822046008928e-15,7.268710740544017e-16,0.043918537566473556,0.043918537566473556,9.6824044832486e-15,9.680015169369293e-15,1.7541584923548184
0.0005,21,4.123340357836604,0.26595510094003505,-0.5729585475317981,54,62,70,1.0171708937677742e-15,3.047779756754731e-15,3.365384889587067e-15,0,,,0,5.118663219589268e-15,5.13930975495588e-15,1.7414115539938643e-15,1.7414025820885096e-15,6.636245534504801e-16,0.04635591803617369,0.046355918036173865,8.978946556146771e-15,9.015163851497817e-15,1.7541584923548184
0.0005,22,4.319689898685965,0.27663812411007016,-0.5786687423818022,54,62,70,1.0353219551962815e-15,1.0662757880579394e-15,1.6537620821169969e-15,0,,,0,4.7990237532990066e-15,4.811828420032113e-15,1.5810343241194208e-15,1.5810303574324606e-15,7.074563651201694e-16,0.048081899031552584,0.04808189903155263,8.418248271861947e-15,8.440709686753599e-15,1.7541584923548184
