u,c2,dc2_du,c3,dc3_du,c4,dc4_du,c5,dc5_du,c6,dc6_du,largest_condition_top8
1.5750000000000002,0.20341044418833976,-1.8765956991312427,-0.828058837761591,-0.06406309371908625,0.8661380469709163,-6.911288699733283,-0.6964137142210276,6.309439695211826,0.5776991950870962,-4.573694618551987,177.0361491353003
1.58,0.19411277213866285,-1.8426338823815875,-0.8282890773441143,-0.02664730125428416,0.8317600829765825,-6.838703855169665,-0.6635132345941086,6.8474489802778855,0.554357108650547,-4.759214972300996,153.24639963274925
1.585,0.1849825243171741,-1.8096207291515214,-0.8283100549207583,0.019929646972843537,0.7977621555691918,-6.759428199857849,-0.6279826428488661,7.359392792779431,0.5301466590577246,-4.920981790607465,139.59677477468324
1.59,0.17601503571610966,-1.777525088718361,-0.8280714538135945,0.07751051194772086,0.7641754700469927,-6.6743485636948465,-0.5899838916546047,7.8325864005595704,0.5051871306020967,-5.058857649518584,138.64397995815295
1.595,0.1672057945065708,-1.7463168355734096,-0.8275131688903261,0.14816732042781627,0.7310269876292375,-6.584275812752944,-0.5497424853244376,8.254373421657863,0.47959750244830435,-5.173092427920197,137.05808007968616
1.6,0.15855043698274351,-1.715966841309089,-0.8265641776765148,0.23419261159314536,0.698339802862018,-6.4899460919514125,-0.5075461183390806,8.612618173101978,0.45349466501705127,-5.264260426640902,127.5840246153192
1.605,0.1500447426465359,-1.686446946584311,-0.8251414836275817,0.33807898354095306,0.6661335109536735,-6.392023550195541,-0.4637408075147459,8.896211308460053,0.4269919748846762,-5.333188183326094,109.32478561626988
1.61,0.14168462943195248,-1.6577299332821722,-0.823149195041777,0.4624849858070539,0.6344245585219175,-6.291104192834628,-0.4187245217832244,9.095560232307658,0.4001981896819662,-5.380874984138359,91.25683049674838
1.615,0.13346614906801024,-1.629789496949064,-0.8204778121448008,0.6101857213255862,0.6032265729600388,-6.187720528562856,-0.3729384595635721,9.203034758155287,0.3732168146910324,-5.408407984776021,176.81199140639055
1.62,0.1253854825786016,-1.6026002195852111,-0.8170038018892416,0.7840070204216326,0.5725506672156881,-6.082346710596106,-0.32685626927625155,9.213339699006527,0.3461458834451614,-5.416873797776093,239.61875133864777
1.625,0.11743893591741461,-1.5761375428421516,-0.8125895440639874,0.9867427338750432,0.5424057181795878,-5.9754039116817115,-0.28097164226130467,9.123789590517884,0.31907818527655474,-5.407268457906991,285.2352510344117
1.6300000000000001,0.10962293573574766,-1.5503777416712148,-0.8070837324953367,1.2210555506230998,0.5127986180758348,-5.867265716002061,-0.23578481812270735,8.934466367601917,0.29210194269463985,-5.380407914132262,314.9801696723937
1.635,0.10193402528088513,-1.5252978984580974,-0.800322310633983,1.4893627508181733,0.48373449921903067,-5.758263355446504,-0.1917886206825803,8.648248151618894,0.2653019296645549,-5.3368416663978016,324.8895981053388
1.6400000000000001,0.0943688604225228,-1.5008758776712563,-0.7921300110309478,1.7937094124655824,0.4552169332576703,-5.648690660654751,-0.14945468109562932,8.27070577739194,0.23876100706915282,-5.276772883646874,150.6699273268108
1.645,0.08692420580462157,-1.4770903010461072,-0.7823225527430444,2.1356327397428956,0.4272481065705811,-5.538808636830915,-0.10922049930182409,7.809872587395458,0.21256203270201324,-5.199989270359204,152.34276790195182
1.65,0.07959693111996247,-1.4539205233217658,-0.7707095295404295,2.5160223003869353,0.39982897384358784,-5.428849609295854,-0.07147794566472832,7.275901577044682,0.18679007920631108,-5.105809994892804,149.0514105850886
1.655,0.0723840075046116,-1.431346608543162,-0.7570979952696731,2.934981966698761,0.3729593920525325,-5.319020913321062,-0.036563714949686354,6.680631445776469,0.16153486425139807,-4.993054990579063,136.5081968022987
1.6600000000000001,0.06528250404944069,-1.4093493069375573,-0.7412967216270125,3.3917001654476815,0.3466382371439165,-5.209508126672578,-0.004752121830622791,6.037088852231458,0.13689326370110244,-4.860043667654022,110.92556905268506
1.665,0.058289584425815555,-1.3879100323715472,-0.7231210691044057,3.8843355758420124,0.3208635056643323,-5.100477861577381,0.023749519228807525,5.358957718061975,0.11297174257045217,-4.704630269589059,69.3431054659736
1.67,0.05140250362253962,-1.3670108403917713,-0.7023983755496137,4.409925602272244,0.2956324034715423,-4.992080145893371,0.048802844881235874,4.660047522263834,0.08988850352173983,-4.524282504632533,61.625331586073074
1.675,0.044618604791135885,-1.346634406850421,-0.6789737305010971,4.964324737710721,0.2709414234882934,-4.88445043170538,0.07033779704894516,3.953791165358496,0.06777512310277434,-4.316208455084478,67.09397643194892
1.6800000000000002,0.037935316196539004,-1.326764007114416,-0.6527159692939215,5.54217929544029,0.2467864142560292,-4.777711274087265,0.08834959753850358,3.2527993823783783,0.04677742739855395,-4.077533975899097,90.55696385531287
1.685,0.03135014827028604,-1.3073834958553903,-0.6235236910384505,6.136943918897808,0.2231626408274856,-4.671973724104941,0.10289368233093832,2.5684932668133387,0.027055357127057533,-3.8055288430022847,129.04849464816053
1.69,0.024860690763315763,-1.2884772874161108,-0.5913310810443537,6.740943807945419,0.200064839318705,-4.567338478997976,0.1140790262930933,1.9108297994745638,0.008781592891704992,-3.4978749799830977,161.62286658994324
1.695,0.018464609995509473,-1.270030336747488,-0.5561133029930122,7.345484778595532,0.1774872662331508,-4.4638968294960835,0.12206034544418265,1.288127996166673,-0.007861241644180117,-3.152964553562542,249.54551478696513
1.7,0.012159646199129348,-1.2520281209093211,-0.5178912207137827,7.941011180679876,0.15542374348112786,-4.361731439897255,0.12702968371456036,0.7069960372249134,-0.02268490576039961,-2.770210139481382,566.8775381642254
1.705,0.005943610953362821,-1.2344566211267296,-0.4767352149107712,8.517309432792851,0.1338676998526045,-4.260916991180624,0.1292078759758657,0.1723530958430304,-0.03550140217845277,-2.350344213946123,355.8625356150807
1.71,-0.00018561529278493527,-1.2173023053935594,-0.43276787720260257,9.06375260875624,0.11281220956544491,-4.161520711157497,0.1288363332264726,-0.3124660025621263,-0.04613025403342341,-1.8956816740895954,327.8012736690731
1.715,-0.006230085611965586,-1.20055211161313,-0.38616539237892233,9.569579245045878,0.09225002840887009,-4.063602808319236,0.12616952532023484,-0.7455393760790499,-0.054406944190575235,-1.4103176453472877,486.4697040661821
1.72,-0.012191788906988132,-1.184193431266232,-0.33715745923901985,10.024197455276301,0.07217362794015902,-3.96721681713537,0.1214684487839901,-1.1261387330502965,-0.06019212591830536,-0.9002340522767255,722.0745038909728
1.725,-0.018072652138955037,-1.1682140935957082,-0.2860256495585646,10.417503652212831,0.052575228180918865,-3.8724098512021303,0.11499526965826501,-1.4544820762617172,-0.06338109051178842,-0.3732926110572704,1021.6064804496424
1.73,-0.023874542477587912,-1.152602350296541,-0.23310016187111104,10.740203796117676,0.03344682931326215,-3.7792227454746374,0.10700923112604865,-1.7314783140878718,-0.06391288235178694,0.16090099503893512,1329.5565577482582
1.735,-0.02959926937624502,-1.137346860700085,-0.1787549895945707,10.984124202604844,0.014780243019403505,-3.6876900479233186,0.09776381929328881,-1.958482317792246,-0.06177839879041236,0.6912673946957362,1523.1556047510473
1.74,-0.03524858657407326,-1.1224366774408228,-0.12340158890582009,11.14249862789779,-0.0034328756247552494,-3.597839791862135,0.08750509299731091,-2.1370767517122853,-0.05702681183202696,1.2056525935313003,2491.6668824208687
1.745,-0.04082419402767434,-1.1078612325937613,-0.06748119767393324,11.21021865775042,-0.021200994352439606,-3.5096929399453045,0.07647100882905011,-2.2688941356207657,-0.049769706711992545,1.691338241605084,1326.2468583139712
1.75,-0.04632773977460514,-1.093610324270522,-0.011456019503594428,11.184035387114648,-0.03853266598070304,-3.42326233624566,0.06489151338813648,-2.355489287854526,-0.04018244905788626,2.1356342767880343,908.7212983739627
