sigma,contour_role,radius_factor,center_real,center_imag,radius,arnoldi_depth,contour_nodes,winding_float,winding_integer,projected_pole_count,projected_zero_count,cauchy_count_real,cauchy_count_imag,cauchy_centroid_real,cauchy_centroid_imag,maximum_relative_arnoldi_residual,minimum_feshbach_singular_value,minimum_logabs_determinant,maximum_logabs_determinant,maximum_phase_increment,minimum_projected_pole_boundary_distance
0.01,discovery_scan,0.25,-0.3233504401504541,-0.5508412474453575,0.15968359085873732,36,128,-6.460501696722769e-17,0,0,0,-2.1203697876423444e-16,-1.0601848938211722e-16,nan,nan,4.915091475344009e-16,0.037163467648815146,-4.020400303176741,-1.329382986712723,0.10568277215185941,0.11723427214660212
0.01,discovery_scan,0.26,-0.3233504401504541,-0.5508412474453575,0.16607093449308682,36,128,7.20594420019078e-17,0,0,0,-1.4135798584282297e-16,-2.1203697876423444e-16,nan,nan,5.12327325298019e-16,0.034620080100112846,-4.103092203805584,-1.2914613721265187,0.1147534520758049,0.11084692851225261
0.01,discovery_scan,0.27,-0.3233504401504541,-0.5508412474453575,0.1724582781274363,36,128,-7.109312764556037e-18,0,0,0,-7.067899292141149e-17,-3.533949646070574e-17,nan,nan,5.346732904129164e-16,0.032134025650239366,-4.191297057225497,-1.2539333971936544,0.12563317655167985,0.10445958487790313
0.01,discovery_scan,0.28,-0.3233504401504541,-0.5508412474453575,0.1788456217617858,36,128,-2.760898160992636e-19,0,0,0,7.067899292141149e-17,-2.473764752249402e-16,nan,nan,5.586843763271152e-16,0.029707241080090957,-4.28230312534325,-1.2167909721612975,0.13823959677207043,0.09807224124355363
0.01,discovery_scan,0.29,-0.3233504401504541,-0.5508412474453575,0.18523296539613526,36,128,6.90224540248159e-17,0,0,0,-2.1203697876423444e-16,-7.067899292141149e-17,nan,nan,5.845101751658702e-16,0.027256775043776868,-4.379487071002568,-1.1800262289180419,0.15306747125546294,0.09168489760920417
0.01,discovery_scan,0.3,-0.3233504401504541,-0.5508412474453575,0.19162030903048477,36,128,2.7608981609926363e-18,0,0,0,-4.099381589441866e-15,1.2722218725854067e-15,nan,nan,6.123139310364815e-16,0.024802195779869987,-4.484134737827366,-1.1436315149487677,0.1708791658173925,0.08529755397485467
0.01,discovery_scan,0.31,-0.3233504401504541,-0.5508412474453575,0.19800765266483428,36,128,-6.847027439261738e-17,0,0,0,-2.7790980016698997e-13,9.382636310317375e-14,nan,nan,6.423230176010502e-16,0.022378889891203645,-4.595534422346205,-1.1075482103262464,0.1928272706472216,0.07891021034050516
0.01,discovery_scan,0.32,-0.3233504401504541,-0.5508412474453575,0.20439499629918378,36,128,-7.067899292141149e-17,0,0,0,-1.617856283769693e-11,5.478894173281976e-12,-0.0993609409765908,-0.4442043381998557,6.749666879911334e-16,0.019983656853466474,-4.725228659462421,-1.0718059563481992,0.22072927845135212,0.07252286670615565
0.01,discovery_scan,0.33,-0.3233504401504541,-0.5508412474453575,0.21078233993353326,36,128,-6.184411880623505e-17,0,0,0,-8.308724142491006e-10,2.813951226659306e-10,-0.09936046692844862,-0.4442017244331019,7.101801545393082e-16,0.017521865348832367,-4.868129013191673,-1.0364115581982738,0.25759693315674226,0.06613552307180617
0.01,discovery_scan,0.34,-0.3233504401504541,-0.5508412474453575,0.21716968356788277,36,128,1.3252311172764653e-17,0,0,0,-3.793596828478788e-08,1.284794315457361e-08,-0.09936043450400392,-0.44420172678943937,7.481708947768165e-16,0.014909549175581014,-5.028361266430722,-1.0013582765324294,0.3087226267638219,0.05974817943745667
0.01,discovery_scan,0.35,-0.3233504401504541,-0.5508412474453575,0.22355702720223222,36,128,9.276617820935258e-17,0,0,0,-1.5504581497639076e-06,5.251014482705029e-07,-0.09936043381304134,-0.4442017256560599,7.891634819143212e-16,0.012219879452328379,-5.24317796410587,-0.9666395480447894,0.38406802917830674,0.053360835803107215
0.01,discovery_scan,0.36,-0.3233504401504541,-0.5508412474453575,0.22994437083658173,36,128,1.501928599579994e-16,0,0,0,-5.7081032383837336e-05,1.93331165973018e-05,-0.0993604338052486,-0.44420172573205885,8.334048202368365e-16,0.00940691657112403,-5.520768027557365,-0.9322489808002382,0.5038614067799774,0.04697349216875771
0.01,discovery_scan,0.37,-0.3233504401504541,-0.5508412474453575,0.23633171447093124,36,128,1.0601848938211722e-16,0,0,0,-0.001906789531643136,0.0006471540854295273,-0.09936043377983894,-0.4442017257762632,9.05668423673231e-16,0.006403933439829999,-5.921305211713422,-0.8981803495969042,0.711938616059189,0.0405861485344082
0.01,discovery_scan,0.38,-0.3233504401504541,-0.5508412474453575,0.24271905810528072,36,128,-8.834874115176436e-17,0,0,0,-0.0609059038384016,0.022048239395223674,-0.09936043302929194,-0.44420172708458766,1.0130429574900756e-15,0.0031177291407734763,-6.656994370147864,-0.8644275913749102,1.1078403457704034,0.03419880490005872
0.01,discovery_scan,0.39,-0.3233504401504541,-0.5508412474453575,0.24910640173963022,36,128,1.0000000000000002,1,0,1,1.9132420244214412,0.8188240385485827,-0.09936041223401973,-0.44420176333629496,1.1801893290893233e-15,0.0007484063267733936,-8.099292708571902,-0.8309848006848746,2.2246467772652463,0.027811461265709214
0.01,discovery_scan,0.4,-0.3233504401504541,-0.5508412474453575,0.25549374537397973,36,128,1.0000000000000002,1,0,1,1.0222623825440635,0.007703452954175594,-0.09935988263406201,-0.4442026865703423,1.4306217878569192e-15,0.00500367244953224,-6.213343985469779,-0.7978462252271721,1.3488115744448343,0.021424117631359707
0.01,discovery_scan,0.41,-0.3233504401504541,-0.5508412474453575,0.2618810890083292,36,128,1.0000000000000002,1,0,1,1.0005684374151913,-0.00038679255645343764,-0.09934743386456342,-0.4442243880974558,1.8416966712556005e-15,0.010077471228617331,-5.524152389526199,-0.7650062614708164,1.0959332407046734,0.015036773997010255
0.01,discovery_scan,0.42,-0.3233504401504541,-0.5508412474453575,0.2682684326426787,36,128,1.0,1,0,1,0.9920430606894489,-0.015079068373665561,-0.09907630394007341,-0.4446970398975035,2.8654895191821303e-15,0.01403756447485208,-5.210398734363324,-0.7324594503590324,1.2880054040378763,0.008649430362660748
0.01,discovery_scan,0.43,-0.3233504401504541,-0.5508412474453575,0.2746557762770282,36,128,1.0,1,0,1,0.8045254722872036,-0.21632611266322743,-0.09358519432043608,-0.45426950631688484,5.565446927807986e-15,0.014515837416205137,-5.2944542867021,-0.7002004731070094,2.3748415004000965,0.002262086728311241
0.01,discovery_scan,0.44,-0.3233504401504541,-0.5508412474453575,0.2810431199113777,36,128,-7.067899292141149e-17,0,4,4,0.07865245811127265,-0.11569491092106438,0.010171545777283561,-0.6351468973910452,4.842639114881685e-15,0.012965959831996703,-5.418210013749993,-0.6682241470960169,2.100563652716234,0.004125256906037822
0.01,discovery_scan,0.45,-0.3233504401504541,-0.5508412474453575,0.28743046354572716,36,128,7.067899292141149e-17,0,4,4,0.0039288611730924,-0.007515113368837377,1.8321135871691303,-3.827082904472461,2.854480393799695e-15,0.011193048136086474,-5.583144449050959,-0.6365254218669198,1.3378433070757505,0.010512600540387274
0.01,discovery_scan,0.46,-0.3233504401504541,-0.5508412474453575,0.29381780718007666,36,128,7.067899292141149e-17,0,4,4,0.0006929473655292965,-0.000711574248310373,7.237218085110412,-32.97590821837565,2.115145155780086e-15,0.008375387804897664,-5.868007386359352,-0.6050993752151907,1.092918284510104,0.01689994417473678
0.01,discovery_scan,0.47,-0.3233504401504541,-0.5508412474453575,0.3002051508144261,36,128,3.533949646070574e-17,0,4,4,0.007215666031915376,-0.004025576716273334,-0.3374606336348157,-4.38735639193985,1.7963531743381803e-15,0.005361065354180005,-6.334187721363784,-0.5739412093886718,1.4406158259068298,0.023287287809086232
0.01,discovery_scan,0.48,-0.3233504401504541,-0.5508412474453575,0.3065924944487756,36,128,3.533949646070574e-17,0,4,4,0.09940950018904267,-0.0488279235145853,-0.0969430653274339,-0.6802988741078865,1.961444139339566e-15,0.003082835757304347,-6.909397350260061,-0.5430462473886927,2.206775337713178,0.02967463144343574
0.01,selected_optimized,0.4109670221501787,-0.3233504401504541,-0.5508412474453575,0.2624987592858511,36,512,1.0000000000000002,1,0,1,0.99999999999967,-9.572762801275971e-13,-0.09936041465368489,-0.444201742645836,2.032565081814395e-15,0.010243074237331581,-5.498048671871031,-0.7618351238054751,0.273115689579023,0.014419103719488346
0.004,discovery_scan,0.04,-0.0025055609909863663,-0.6326494733728317,0.025306177395878687,42,128,4.313903376550994e-20,0,0,0,-1.766974823035287e-17,-5.300924469105861e-17,nan,nan,5.717972940593895e-16,0.05095672352353258,-3.349040028295615,-2.7401784711264003,0.01671680810482057,0.13963506940960785
0.004,discovery_scan,0.05,-0.0025055609909863663,-0.6326494733728317,0.03163272174484836,42,128,8.627806753101988e-20,0,0,0,1.766974823035287e-17,-2.6504622345529306e-17,nan,nan,5.963636207920261e-16,0.047734265777963164,-3.4355521826318407,-2.6722128640053686,0.02161532131909949,0.13330852506063817
0.004,discovery_scan,0.06,-0.0025055609909863663,-0.6326494733728317,0.03795926609381803,42,128,-8.282694482977908e-19,0,0,0,0.0,-2.6504622345529306e-17,nan,nan,6.228595231893436e-16,0.04457506067997016,-3.525059778997493,-2.605694880548346,0.02691593761826283,0.1269819807116685
0.004,discovery_scan,0.07,-0.0025055609909863663,-0.6326494733728317,0.044285810442787704,42,128,6.859106368716081e-19,0,0,0,3.533949646070574e-17,-3.092205940311753e-17,nan,nan,6.514871894594585e-16,0.04147954325682983,-3.6180905386356246,-2.5404640516143067,0.032678482788208285,0.12065543636269882
0.004,discovery_scan,0.08,-0.0025055609909863663,-0.6326494733728317,0.05061235479175737,42,128,8.368972550508928e-19,0,0,0,3.533949646070574e-17,-3.533949646070574e-17,nan,nan,6.82499420393358e-16,0.038444489901435355,-3.715118952045328,-2.4765298379458827,0.03898046926307753,0.11432889201372914
0.004,discovery_scan,0.09,-0.0025055609909863663,-0.6326494733728317,0.05693889914072704,42,128,-1.1043592643970545e-18,0,0,0,3.533949646070574e-17,-6.184411880623505e-17,nan,nan,7.161851636287569e-16,0.035466038516186384,-3.8164392981681576,-2.413830385924176,0.04600165445422566,0.10800234766475948
0.004,discovery_scan,0.1,-0.0025055609909863663,-0.6326494733728317,0.06326544348969672,42,128,-7.592469942729749e-19,0,0,0,-1.0601848938211722e-16,7.067899292141149e-17,nan,nan,7.53030425242934e-16,0.032546862176937426,-3.922589894950768,-2.3523083394339377,0.05389336169124648,0.1016758033157898
0.004,discovery_scan,0.11,-0.0025055609909863663,-0.6326494733728317,0.0695919878386664,42,128,1.1043592643970545e-18,0,0,0,0.0,-8.834874115176436e-18,nan,nan,7.935006187466183e-16,0.02968521006622383,-4.034848780277912,-2.2919104233347145,0.062858799580511,0.09534925896682013
0.004,discovery_scan,0.12,-0.0025055609909863663,-0.6326494733728317,0.07591853218763606,42,128,1.6565388965955816e-18,0,0,0,-3.533949646070574e-17,-1.236882376124701e-16,nan,nan,8.379840895055292e-16,0.026878550905478093,-4.154655728227962,-2.232587069806815,0.07324702915629455,0.08902271461785047
0.004,discovery_scan,0.13,-0.0025055609909863663,-0.6326494733728317,0.08224507653660573,42,128,2.4848083448933724e-18,0,0,0,0.0,3.533949646070574e-17,nan,nan,8.875395637031292e-16,0.024123328894746245,-4.282737203340619,-2.1742920836306845,0.08576811786827253,0.08269617026888079
0.004,discovery_scan,0.14,-0.0025055609909863663,-0.6326494733728317,0.08857162088557541,42,128,-5.521796321985272e-19,0,0,0,-1.4135798584282297e-16,-9.718361526694079e-17,nan,nan,9.428926670783932e-16,0.02141462865438919,-4.420794123002736,-2.116982342491039,0.10109320238838304,0.07636962591991112
0.004,discovery_scan,0.15,-0.0025055609909863663,-0.6326494733728317,0.09489816523454507,42,128,-1.1043592643970545e-18,0,0,0,-1.4135798584282297e-16,-4.505785798739982e-16,nan,nan,1.0058081301229245e-15,0.018745722600603722,-4.575253148349734,-2.0606175285949417,0.12054579922234286,0.07004308157094145
0.004,discovery_scan,0.16,-0.0025055609909863663,-0.6326494733728317,0.10122470958351475,42,128,0.0,0,0,0,-4.240739575284689e-16,6.184411880623505e-17,nan,nan,1.0779723407167054e-15,0.016105450764007174,-4.748585612295809,-2.0051236149775176,0.14644211951699693,0.06371653722197178
0.004,discovery_scan,0.17,-0.0025055609909863663,-0.6326494733728317,0.10755125393248442,42,128,-8.834874115176436e-18,0,0,0,-2.141573485518768e-14,6.941560592294126e-14,nan,nan,1.1628935545488177e-15,0.013433923963116613,-4.947875064400391,-1.950399377133627,0.1831961362089005,0.0573899928730021
0.004,discovery_scan,0.18,-0.0025055609909863663,-0.6326494733728317,0.11387779828145408,42,128,0.0,0,0,0,-3.2315213032591466e-11,1.041457169415527e-10,0.06051722482296477,-0.5118745614323231,1.2667639280666299e-15,0.01073707358443897,-5.185376821601347,-1.896509630482946,0.24024176952519508,0.05106344852403244
0.004,discovery_scan,0.19,-0.0025055609909863663,-0.6326494733728317,0.12020434263042376,42,128,6.184411880623505e-17,0,0,0,-3.2733261605973386e-08,1.0549322066162017e-07,0.06051732801891569,-0.5118748228153405,1.3983054437674325e-15,0.007974367054955925,-5.503240860359778,-1.8434238987151552,0.341332904840944,0.044736904175062764
0.004,discovery_scan,0.2,-0.0025055609909863663,-0.6326494733728317,0.12653088697939344,42,128,-7.067899292141149e-17,0,0,0,-2.3241981298247297e-05,7.492439292927113e-05,0.06051732785529369,-0.5118748225116038,1.572073909206098e-15,0.005084030052139131,-5.973874337303762,-1.7911134212800688,0.5635277996996504,0.03841035982609309
0.004,discovery_scan,0.21,-0.0025055609909863663,-0.6326494733728317,0.13285743132836308,42,128,-1.0601848938211722e-16,0,0,0,-0.010585028663994916,0.03950409916097644,0.06051732785556772,-0.5118748225109329,1.8133504943786246e-15,0.0020087567689272305,-6.922380175761213,-1.7395510275966206,1.2948407743616095,0.03208381547712344
0.004,discovery_scan,0.22,-0.0025055609909863663,-0.6326494733728317,0.1391839756773328,42,128,1.0000000000000002,1,0,1,1.0154177506128632,0.06341505848289455,0.060517327845219474,-0.5118748225127122,2.1826377426261956e-15,0.001973810076487363,-6.958525322182396,-1.6887110222525603,1.6294813898851492,0.025757271128153736
0.004,discovery_scan,0.23,-0.0025055609909863663,-0.6326494733728317,0.14551052002630246,42,128,1.0,1,0,1,1.0000641641888917,0.00020720688063603649,0.06051732478561012,-0.5118748230387106,2.8061277150996676e-15,0.0064889950275050885,-5.783864548067452,-1.638569080148246,0.8901076129411205,0.01943072677918406
0.004,discovery_scan,0.24,-0.0025055609909863663,-0.6326494733728317,0.1518370643752721,42,128,1.0000000000000002,1,0,1,0.9999878328643522,2.259241972599594e-05,0.060516614982216,-0.5118749450658266,4.0297687869822586e-15,0.012233570634233326,-5.141756166866454,-1.589102150630717,0.8031635789131624,0.013104182430214412
0.004,discovery_scan,0.25,-0.0025055609909863663,-0.6326494733728317,0.1581636087242418,42,128,1.0000000000000002,1,0,1,0.9976759089339572,0.004015607510342769,0.0603848038454564,-0.5118976056124368,7.349845077424713e-15,0.014644003987420771,-5.1187566229388075,-1.5402883697536025,1.1190661399054012,0.006777638081244736
0.004,discovery_scan,0.26,-0.0025055609909863663,-0.6326494733728317,0.16449015307321146,42,128,0.9999999999999999,1,0,1,0.6147054627993983,0.27813466348078314,0.04044665189730686,-0.515325308556342,2.012517429059522e-14,0.014467012239928089,-5.161743785120398,-1.4921069798823816,2.870592995904552,0.00045109373227505967
0.004,discovery_scan,0.27,-0.0025055609909863663,-0.6326494733728317,0.17081669742218114,42,128,-1.0601848938211722e-16,0,5,5,0.00569976361370642,0.00971882539155762,-2.4544669963610257,-0.944242655126592,9.493354319150264e-15,0.013861597520389434,-5.2356284162082884,-1.4445382559421804,1.3078898645536328,0.0058754506166941445
0.004,discovery_scan,0.28,-0.0025055609909863663,-0.6326494733728317,0.17714324177115082,42,128,1.766974823035287e-17,0,5,5,5.354834995174998e-05,9.35324499989893e-05,-264.36995768146414,-45.763244144218945,5.611711242776051e-15,0.012566160221111462,-5.361348566829514,-1.397563437676443,0.8825587119228633,0.01220199496566382
0.004,discovery_scan,0.29,-0.0025055609909863663,-0.6326494733728317,0.18346978612012046,42,128,-5.300924469105861e-17,0,5,5,-6.380745770815667e-06,3.698327922317237e-06,-682.1874972730991,3860.402295321675,4.272329957800923e-15,0.00953383341022493,-5.643707444524692,-1.3511646673492566,0.820647408826128,0.01852853931463347
0.004,discovery_scan,0.3,-0.0025055609909863663,-0.6326494733728317,0.18979633046909014,42,128,-7.067899292141149e-17,0,5,5,-0.0005354374710637053,0.00020344461908485475,-0.5595939421606498,50.02710236153168,3.635980886266772e-15,0.0051492462762714256,-6.257559956469747,-1.305308961966385,0.9591943817692268,0.024855083663603145
0.004,discovery_scan,0.31,-0.0025055609909863663,-0.6326494733728317,0.19612287481805982,42,128,0.0,0,5,5,-0.036696745356629604,0.014525028439884501,0.06358105301124777,0.28186065805705557,3.3266219523805176e-15,0.0019916753172976977,-7.23423020515774,-1.2598882083274057,1.3808820412473386,0.03118162801257282
0.004,discovery_scan,0.32,-0.0025055609909863663,-0.6326494733728317,0.2024494191670295,42,128,1.0,1,5,6,1.6066429547103807,0.4453975628683291,0.07291206486871474,-0.4646349800238107,3.1682503337770634e-15,0.0004795971405982532,-8.686189546191398,-1.2149949493987173,1.6840509727601953,0.0375081723615425
0.004,discovery_scan,0.33,-0.0025055609909863663,-0.6326494733728317,0.20877596351599917,42,128,1.0,1,5,6,1.008275420578553,0.003171966001237737,0.07307202635044797,-0.47743215662880606,3.153855254757037e-15,0.0024041792015918515,-7.103404597172852,-1.170614585491589,0.8059885384235193,0.04383471671051217
0.004,discovery_scan,0.34,-0.0025055609909863663,-0.6326494733728317,0.21510250786496884,42,128,1.0,1,5,6,1.0001800030185366,6.836048333117549e-05,0.07307513341857438,-0.4776807270915759,3.4217689037824123e-15,0.004053105675297455,-6.611231846993127,-1.1267331535332494,0.49001852283631964,0.05016126105948185
0.004,discovery_scan,0.35,-0.0025055609909863663,-0.6326494733728317,0.2214290522139385,42,128,1.0,1,5,6,1.0000044035834694,1.6720309705958618e-06,0.073075201290942,-0.47768615699047695,3.747553427997487e-15,0.005477422751327682,-6.340918107975565,-1.0833372905816105,0.32702961419832954,0.0564878054084515
0.004,discovery_scan,0.36,-0.0025055609909863663,-0.6326494733728317,0.22775559656290817,42,128,1.0000000000000002,1,5,6,1.0000001196173711,4.541820970858265e-08,0.0730752029470285,-0.47768628947998754,4.156938265941909e-15,0.006725104060550727,-6.192095703932292,-1.040414199873405,0.23662921789831246,0.06281434975742117
0.004,discovery_scan,0.37,-0.0025055609909863663,-0.6326494733728317,0.23408214091187785,42,128,1.0,1,5,6,1.0000000035870191,1.3612362508227566e-09,0.07307520299191814,-0.4776862930683404,4.661366974769766e-15,0.007825526236189243,-6.098660015932705,-0.9979516192027841,0.17763916564064797,0.05721737408825445
0.004,discovery_scan,0.38,-0.0025055609909863663,-0.6326494733728317,0.24040868526084752,42,128,1.0,1,5,6,1.0000000001281233,2.6174745815816848e-11,0.07307520299430198,-0.4776862931719166,5.28100320500056e-15,0.008685962478605005,-6.038324363563177,-0.9559377914452207,0.13559503043895882,0.05089082973928477
0.004,discovery_scan,0.39,-0.0025055609909863663,-0.6326494733728317,0.2467352296098172,42,128,1.0000000000000002,1,5,6,1.0000000002831244,-5.17157440241668e-10,0.07307520302324148,-0.47768629307299915,6.1001523022562376e-15,0.009454224859874221,-6.018739388972384,-0.9143614370578532,0.1249749621770615,0.044564285390315095
0.004,discovery_scan,0.4,-0.0025055609909863663,-0.6326494733728317,0.2530617739587869,42,128,1.0000000000000002,1,5,6,1.0000000071257293,-1.3255118091784912e-08,0.0730752037591412,-0.4776862904642995,7.231623460672415e-15,0.010135634011047074,-6.025843071672648,-0.8732117284021932,0.14288248388917113,0.03823774104134542
0.004,discovery_scan,0.41,-0.0025055609909863663,-0.6326494733728317,0.2593883183077565,42,128,1.0,1,5,6,1.0000001680636459,-3.12637155650209e-07,0.07307522105715267,-0.4776862291412786,8.820442131010781e-15,0.010682141878453528,-6.051625005717501,-0.8324782657485235,0.17782425034369995,0.0319111966923758
0.004,discovery_scan,0.42,-0.0025055609909863663,-0.6326494733728317,0.26571486265672617,42,128,1.0000000000000002,1,5,6,1.000003673208049,-6.833121646456104e-06,0.07307559780190115,-0.4776848935468307,1.1205311875528475e-14,0.011093976611472387,-6.102210696283799,-0.7921510548335278,0.26452159092068217,0.025584652343406122
0.004,discovery_scan,0.43,-0.0025055609909863663,-0.6326494733728317,0.27204140700569585,42,128,1.0,1,5,6,1.0000746487919403,-0.00013891014041564643,0.07308322789611643,-0.47765784416790463,1.5161451683738077e-14,0.011429835356497922,-6.161225001910517,-0.7522204858537443,0.4034413159598404,0.019258107994436446
0.004,discovery_scan,0.44,-0.0025055609909863663,-0.6326494733728317,0.2783679513546656,42,128,1.0,1,5,6,1.0014111035025461,-0.0026416617531888928,0.0732274048881789,-0.47714672359967564,2.2915338736967317e-14,0.011614799485450458,-6.243385481543873,-0.7126773137874285,0.6455385157065976,0.012931563645466715
