status,parent_arc,start_numerator,end_numerator,turn_denominator,refinement_level,theta_start,theta_end,theta_midpoint,center_real,center_imag,disc_radius,center_id,center_inverse_upper,distance_upper,neumann_product_upper,transported_inverse_upper,continuation_product_upper
closed,4,147,148,2048,5,0.45099035163837853,0.4540583132141498,0.45252433242626416,-0.08727316877497794,-0.4360670318456812,0.00040266801410845823,turn_00037839_of_00524288,701.9334387592593,0.000651189694150835,0.4570918212998859,1292.9137307157532,0.7912028440409162
closed,4,148,149,2048,5,0.4540583132141498,0.45712627478992107,0.45559229400203544,-0.08762640213053491,-0.43534329713369657,0.0004026680141084479,turn_00038079_of_00524288,698.9980567040371,0.0006008561920266934,0.4199973105852464,1205.163475033805,0.7375037841489314
closed,4,149,150,2048,5,0.45712627478992107,0.46019423636569234,0.4586602555778067,-0.08798185421051267,-0.4346206495324074,0.0004026680141084639,turn_00038325_of_00524288,694.5768209029734,0.0005693977522446612,0.39549048058339564,1148.9923625574838,0.7031296856392
closed,4,150,151,2048,5,0.46019423636569234,0.4632621979414636,0.461728217153578,-0.08833952166926089,-0.4338990958436482,0.00040266801410844506,turn_00019285_of_00262144,688.8982905868206,0.0005347934677973522,0.3684183057825938,1090.750882893203,0.6674886190646963
closed,4,151,152,2048,5,0.4632621979414636,0.4663301595172349,0.46479617872934925,-0.08869940114027719,-0.433178642858957,0.000402668014108457,turn_00004853_of_00065536,681.8417418458954,0.0005285017796499759,0.3603545740051951,1065.9682913943534,0.6523228300327095
closed,4,304,305,4096,6,0.4663301595172349,0.4678641403051206,0.46709714991117773,-0.08897076033968598,-0.43263902953717687,0.00020133402185917417,turn_00004853_of_00065536,681.8417418458954,0.0006795022693838715,0.46331301094493776,1270.464452746293,0.7774649339591129
closed,4,1220,1221,16384,8,0.4678641403051206,0.468247635502092,0.46805588790360625,-0.08908419299780038,-0.4324143751923804,5.03335066214505e-05,turn_00004853_of_00065536,681.8417418458954,0.0007801691186734634,0.5319518708106914,1456.7769836552748,0.8914795049498944
closed,4,1221,1222,16384,8,0.468247635502092,0.46863113069906337,0.4684393831005777,-0.08912962635998883,-0.432324543922422,5.0333506621437836e-05,turn_00039303_of_00524288,665.9618885834924,0.0007266898157884751,0.48394772213688303,1290.4930704717071,0.7897215129791092
closed,4,611,612,8192,7,0.46863113069906337,0.4693981210930062,0.46901462589603476,-0.08919784098840486,-0.4321898297030149,0.000100667012780218,turn_00039303_of_00524288,665.9618885834924,0.0006260229012672881,0.41690739362448037,1142.1202760965964,0.6989242895457273
closed,4,153,154,2048,5,0.4693981210930062,0.4724660826687775,0.47093210188089185,-0.08942578254903513,-0.43174106611606605,0.0004026680141084479,turn_00039303_of_00524288,665.9618885834924,0.0004246889232825854,0.28282663740976055,928.5926155681733,0.56825532975522
closed,4,308,309,4096,6,0.4724660826687775,0.4740000634566631,0.4732330730627203,-0.08970044764528128,-0.4312031279811003,0.00020133402185917545,turn_00039303_of_00524288,665.9618885834924,0.0007833150738652212,0.5216579859472006,1392.2295533713736,0.8519794909869496
closed,4,309,310,4096,6,0.4740000634566631,0.47553404424454876,0.47476705385060597,-0.08988424505056485,-0.4308448542820976,0.0002013340218591986,turn_00039809_of_00524288,646.7077283980492,0.0008084818110729475,0.5228514354901267,1355.3592664841126,0.829416596686449
closed,4,155,156,2048,5,0.47553404424454876,0.47860200582032003,0.4770680250324344,-0.09016097108893702,-0.43030797342768645,0.00040266801410846116,turn_00039809_of_00524288,646.7077283980492,0.0004058138582770583,0.2624429584388043,876.8240176097503,0.536575364600824
closed,4,312,313,4096,6,0.47860200582032003,0.48013598660820567,0.4793689962142629,-0.09043893174103487,-0.4297717307326018,0.00020133402185917846,turn_00039809_of_00524288,646.7077283980492,0.0008021901268995579,0.5187825547105559,1343.8991764088385,0.8224035565700737
