status,center_id,source_kind,turn_numerator,turn_denominator,sigma,spectral_parameter_real,spectral_parameter_imag,physical_dimension,border_rank,bordered_dimension,matrix_nnz,factor_nnz,factor_seconds,certificate_seconds,approximate_inverse_frobenius_upper,residual_frobenius_upper,residual_center_frobenius_upper,residual_radius_frobenius_upper,center_inverse_two_norm_upper,inverse_sha256,residual_center_sha256,residual_radius_sha256
rigorous_physical_resolvent_center,turn_00026037_of_00524288,adaptive_unresolved_midpoint,26037,524288,0.01,-0.07352739497332686,-0.47025561147319284,2048,4,4100,1258116,3607849,2.276598493976053,28.090939824993256,265.9994447986084,1.6117775227297726e-09,1.2658434701464483e-13,1.6116518680232323e-09,265.9994452273404,977d59c59ef9a0d9941c5f4a9903999bd78a015238430873226f7c8985830641,cab1a134afab16ad6e77c6d0af71be1811c7a2a769cae3a10efac77adf634250,c98a78e037591051aa592232e721af23f6eab976998538b35200070e00a31a96
rigorous_physical_resolvent_center,turn_00026965_of_00524288,adaptive_unresolved_midpoint,26965,524288,0.01,-0.07443904790496203,-0.4674822800991747,2048,4,4100,1258116,3607849,2.238071885018144,26.645592649001628,285.3739076536171,1.7531112691175582e-09,1.3290437775168075e-13,1.752978956302973e-09,285.37390815390944,68c925c27bddc48243f340de9f1546dd105069a2d409dec66e3ab9e823a2972b,55eb9465a04344fe9c86b0e4603bcf4838d51142a42d2ae615a5af1e3dcc05ae,737c0df04f5ffe348aa1da9ce1da700dc43d50fba00d03a2e1282c01ae1a4e57
rigorous_physical_resolvent_center,turn_00027893_of_00524288,adaptive_unresolved_midpoint,27893,524288,0.01,-0.07538148704121816,-0.464719258844764,2048,4,4100,1258116,3607849,2.271836975996848,26.688009308010805,307.6766201601224,1.914534585578853e-09,1.4535226136510156e-13,1.9143897001715287e-09,307.67662074918,572b8b8d725478fb7cee4fb9205d0ee31f5d82de89a1f58480cadc001bc3eb9e,a2c85c80acb98cb88e483ca0aff8e2909f721a075044fbdd186c9b3435afa505,1ed7645de8b0c976d9d935d83a07dddec5206a7d93bc3a5e235f3645a9e9c5c3
rigorous_physical_resolvent_center,turn_00000007_of_00000128,uniform_rational_turn,7,128,0.01,-0.07619629122695465,-0.46240807891390745,2048,4,4100,1258116,3607849,2.25140550598735,27.466420879994985,329.07442503297835,2.068175742496134e-09,1.5465540552544105e-13,2.0680215178053705e-09,329.07442571356216,a0c8ad3a8b2ffd5c5d87dfcb67ef0f5815f51bd903a015bb6c82b76186850758,6c7ad662206a79a6f89345f2a752e39670134d6cd39d103ceec08a8b7610ba4b,108b163f8b7329697aa4507c03986fc9a66a9612833addd3dc70f348c7e63561
rigorous_physical_resolvent_center,turn_00029943_of_00524288,adaptive_unresolved_midpoint,29943,524288,0.01,-0.07757191957547807,-0.45865384347612054,2048,4,4100,1258116,3607849,2.239945960987825,25.82946603896562,370.3035161653443,2.3609809430823913e-09,1.7363083926813442e-13,2.360807662081694e-09,370.30351703962396,583ab074b103fbf104de12f1452b9b6d86a2e015527d9aeb0ffbe5da20b3b266,ab143065f26fdefd8d4ce3e223965ef6052d05a2a9922478b882abeed9c36b72,66db3c80af248c68a6be0fe30493d328a5c9510fed5c991708198c09f24f40d3
rigorous_physical_resolvent_center,turn_00007755_of_00131072,adaptive_unresolved_midpoint,7755,131072,0.01,-0.07878222225432485,-0.4554893443614513,2048,4,4100,1258116,3607849,2.2577868890366517,27.204395229986403,412.54235155340376,2.6567613744883287e-09,1.9517014190687887e-13,2.6565664040515453e-09,412.5423526494304,a51c328fe6a62020c6a6a5701a52ba90431c6d0ea9bdb562752b87ccef14714c,97732433efc95d642838f0fdb39c90edb2ef118a2bc181fc0f9903bbb7b6fa5a,372059c91f9adf29d60ee49f88fd2f644844e5bd074c905678ed9b5c872f3e9e
rigorous_physical_resolvent_center,turn_00031601_of_00524288,adaptive_unresolved_midpoint,31601,524288,0.01,-0.0794520648664779,-0.45378878142595175,2048,4,4100,1258116,3607849,2.256148446002044,26.430628990987316,438.47884890453463,2.8363487683853523e-09,2.0334613204816962e-13,2.836145579330799e-09,438.4788501482137,37a1ba05e3268a6c96643690ad16522477e97afc781a15bfb2f109aba112f796,606f5b94055ba0cbbacccf3a1af4c1960d50008ad5d8f84d0b6bce04380e5326,7d6fd1409de4d46b7da43f38ef744a388ead6b06c4e63c12855cd9abad62634f
rigorous_physical_resolvent_center,turn_00032097_of_00524288,adaptive_unresolved_midpoint,32097,524288,0.01,-0.0800332672102444,-0.45234072978684325,2048,4,4100,1258116,3607849,2.240622509038076,25.483459654962644,462.4435421772667,3.0009383701091136e-09,2.1812867128624826e-13,3.000720402864671e-09,462.4435435650314,00a878a53aeec19d59b8d4247acc6693fabce671b72e44fd9c58225bac8fd2b3,55e5754fcb2a0e09827cf2ec865b470f28d5f3ce2cd0fd92f0144181c2db9a7d,63fb34d73ed0fc0d1012cb3aedad2c32376f1c495119ef06785f2add0399a3be
rigorous_physical_resolvent_center,turn_00032593_of_00524288,adaptive_unresolved_midpoint,32593,524288,0.01,-0.08062306670862965,-0.4508961584782437,2048,4,4100,1258116,3607849,2.2545361850061454,26.984940422000363,488.04977291351986,3.1753370865571403e-09,2.3122177473815247e-13,3.1751060147405076e-09,488.04977446324256,c57eeab8df6fa3f582ff21d7eb763443dc0687791b2d0ffd6083dd00026cfec5,ae623f403054ec3f5032eaf7d4545fc55d5632f4c5da49c68499abc299ef9ec7,faabef7f8892b4d669f30d782e7d9cf70098a4b889a66779ae76310d9250560b
rigorous_physical_resolvent_center,turn_00033023_of_00524288,adaptive_unresolved_midpoint,33023,524288,0.01,-0.08114132601511939,-0.4496466643077824,2048,4,4100,1258116,3607849,2.241726713022217,25.67862664104905,511.4668376933531,3.3334520722689124e-09,2.4043662028433704e-13,3.333211763642202e-09,511.4668393983034,14dfeabbc44f8021d69c18ba35c8970267377aa236bcf9406a82dcf63b1a969c,9c75034487ab1eb213d391202ae2bab24afcdea6b480ddddbc5f8b78a6a7b545,bbf1e594a44e5bbc687dc66c4d3b905b3f9716eeebd320895acb39b704dae08e
rigorous_physical_resolvent_center,turn_00033585_of_00524288,adaptive_unresolved_midpoint,33585,524288,0.01,-0.0818283735084051,-0.4480176608926368,2048,4,4100,1258116,3607849,2.2477863839594647,26.676533509977162,543.4399739669421,3.5470786013488103e-09,2.557102509194446e-13,3.54682299166993e-09,543.4399758945666,3fa6b912d066d406374fe25c7c6e5edd69412e7af0927336778a985f64fce3ce,30077f0df504896b3536f45eaabb5f90e5ef7d4f98ddf7669e2532a0e89888d4,96c72a5a8303c9c0832cccabc724e074db91dbbf62c932691f8fba8d2844eaa2
rigorous_physical_resolvent_center,turn_00034081_of_00524288,adaptive_unresolved_midpoint,34081,524288,0.01,-0.08244383822254678,-0.446583836321927,2048,4,4100,1258116,3607849,2.243257826019544,25.162678192020394,572.4035079136204,3.738077482640709e-09,2.702203956826907e-13,3.737807330496252e-09,572.4035100533092,cccf210e5cf468d2b5bfe03ffe45f8cef2f3c06c567eb4691017693d390b308c,44e740012a97c20a82c75ff0d6da6fc329a605acfec1b12ca8bb8c6d67e5b437,614b578439e7cec2a10b95c657d26d608eb5df7c84d186b9f29c8f80b3c71161
rigorous_physical_resolvent_center,turn_00034577_of_00524288,adaptive_unresolved_midpoint,34577,524288,0.01,-0.08306781491831486,-0.4451536954907279,2048,4,4100,1258116,3607849,2.271599553991109,26.904518501018174,601.2634346974164,3.925542320757617e-09,2.8336374158791367e-13,3.925259033260715e-09,601.2634370577017,fa39d5097d9bbf1dd3f50cfc2435a2b9da03c3fd9fef680dfb9a4b173fc1c5a6,460e012cc786b949dbb3a9d48d77631cf7d5125b11efeb12489a36e49791eba0,c4cafa43e30de4704346d084975d0f09525c5dab45f2f356d1ab1bc6fabdbd4f
rigorous_physical_resolvent_center,turn_00017513_of_00262144,adaptive_unresolved_midpoint,17513,262144,0.01,-0.08363998671242712,-0.44386229092050306,2048,4,4100,1258116,3607849,2.2273563949856907,25.26749325194396,626.4167009757996,4.085959533171536e-09,2.9555487354298666e-13,4.085664033543179e-09,626.4167035353131,5912ad858b8a2fc6a3795a26264f182af992ba3c4d14057f7521c51db995c6d4,9b924c9c619b82498dd56cda848cfbfb136b9dea24ee4db0f9ba83368b38516a,7e61578f1ab66019563a10469f01ac7ee200de4dc0d36db6e57dd6f843c3738f
rigorous_physical_resolvent_center,turn_00008879_of_00131072,adaptive_unresolved_midpoint,8879,131072,0.01,-0.08427232546347377,-0.44245649895955674,2048,4,4100,1258116,3607849,2.254433757974766,27.017315296980087,651.6319491205952,4.2428147060465075e-09,3.099591259863372e-13,4.242504794110262e-09,651.6319518853489,15c59ea4acc3a0b9dfd810c62551109b052e936fd53f3c532d6c70f1f98c8367,c611ccee769a9152dea7bcb8d70fd44711738266eb78ea214f73739f9e0f5daa,62ff1771b30275cd3f0f0ec6def958ba43880bd3fddb0776e75c757d5fe8c545
rigorous_physical_resolvent_center,turn_00035971_of_00524288,adaptive_unresolved_midpoint,35971,524288,0.01,-0.08486687959014816,-0.4411544662495813,2048,4,4100,1258116,3607849,2.2439417249988765,25.35493797896197,671.7645348335592,4.363424049559193e-09,3.2639167031048323e-13,4.363097691467758e-09,671.764537764753,5beb61b1e05762a45dbbcdb8fd90624f21c68485df33d9e2f07a989d8b790ee6,7a4798f8a9d92ef8a39a6f059340546374b58329d603cea83cce7353f9d24a2e,57ef4d4ca0b7d4f6f9c5819214a3629472c6a3456604f12f5f71fd4ea379a782
rigorous_physical_resolvent_center,turn_00018213_of_00262144,adaptive_unresolved_midpoint,18213,262144,0.01,-0.08546852459567958,-0.43985569487835746,2048,4,4100,1258116,3607849,2.257631854969077,26.171175926050637,687.6078848222642,4.452528692544596e-09,3.3631670622129777e-13,4.452192437804492e-09,687.6078878838582,212bc5c67624192a28687732d4e7f862b13945c039eaa5947c342246c304733c,c6921c8aec43c0bbf97144c1cca24bbca030fd5635057d240a349c2ad40863ed,0cb6d649da78da3624229652581d7fc314ab45046798878958787d8fdf478eba
rigorous_physical_resolvent_center,turn_00000009_of_00000128,uniform_rational_turn,9,128,0.01,-0.08605437229785667,-0.43860856589356223,2048,4,4100,1258116,3607849,2.2524899799609557,26.957183866994455,697.9647195256622,4.503251057797867e-09,3.439335962224958e-13,4.502907183633417e-09,697.9647226687728,8b6137de8a882356d7297e800ab3dd30a29b0e5f05858626d6226b80df9bca52,980ba61e96d7315d4c0193b63ce8e9c7bbdde3e2ecb9a2250dfbc14fbc41d989,b8d6b60b646ef98592a19322d1e3afa4b000b7357077250b51077bfa85d1be9d
rigorous_physical_resolvent_center,turn_00018555_of_00262144,adaptive_unresolved_midpoint,18555,262144,0.01,-0.08638627837380636,-0.4379094775127919,2048,4,4100,1258116,3607849,2.2713654739782214,29.39095880201785,701.4746326397208,4.515492332293101e-09,3.4842739272417923e-13,4.5151439839697234e-09,701.4746358072243,1b66bf85a495a2a8d44657425a8f0da95f4d994ecc680a6ab3e9b4e73095232b,197d8a487efdb243afc2756632c998a30e820fc280fdb15eb89a9bcd280545c1,b7d368137be5c393b6a0c1002368b563a32688d7f69671f95c88af06fb6c7d82
rigorous_physical_resolvent_center,turn_00037353_of_00524288,adaptive_unresolved_midpoint,37353,524288,0.01,-0.08671615885530909,-0.4372198782292572,2048,4,4100,1258116,3607849,2.2473036400042474,26.48051604698412,703.2648451157543,4.515908934129048e-09,3.422228872811472e-13,4.515566799198627e-09,703.2648482916345,50d1985071ba3b5538d593c33d78de022ba9b5bc44cab3b23c37cd21c06c7e6a,2d285fdacadaf549056e38b6c22f70979d3fa2c61fbf3365e0e1354fc0325436,9e960f889217106ff0db905e42515d3cbd3f1b5c4575f0747bfb46632481c76d
rigorous_physical_resolvent_center,turn_00009399_of_00131072,adaptive_unresolved_midpoint,9399,131072,0.01,-0.08704804616319994,-0.43653124253544723,2048,4,4100,1258116,3607849,2.2712407039944082,29.625699875003193,703.400409594907,4.504941554761015e-09,3.484183960333656e-13,4.504593247345756e-09,703.4004127636849,70b9275d59d5389fcab8329f499710a0ba03429bbcb27b31fc6dd965b24c8010,925318f95ac52382f20d36cbeb6da7e9f672f8a44b295c03735aac9eba7d38bb,f33e2b4bcb98b2af1c5d6470680c988b94328b7e5b67f9dc249ee623602603d6
rigorous_physical_resolvent_center,turn_00037839_of_00524288,adaptive_unresolved_midpoint,37839,524288,0.01,-0.08738193748283932,-0.43584357627148074,2048,4,4100,1258116,3607849,2.265810687036719,26.190583937976044,701.9334356124599,4.483045072064221e-09,3.4695308019992926e-13,4.482698195826215e-09,701.9334387592593,e138cbd0cce3d53efaabac217a4824a3972aea8d46c8c3579b1ec955b7bd8215,fdcbe984d6d03bb02613ec2f6dd45f5c18c64df4ec0ce2b2d3f52ea9cf1f21ad,2c5bdc93a9f8e92f96249009d8106a079279bcde8cbece16fab94dd018270182
rigorous_physical_resolvent_center,turn_00038079_of_00524288,adaptive_unresolved_midpoint,38079,524288,0.01,-0.08771367097263885,-0.4351653569666055,2048,4,4100,1258116,3607849,2.2725950609892607,29.606277198996395,698.9980535925121,4.4514071521723686e-09,3.4583341148941986e-13,4.451061455092853e-09,698.9980567040371,9c71b08aee1b7ae6771674aa63c87012f05f5d00e2bd3415687eef74a44c7825,1337e9d32061abf9477de657567b020925b778fd284087a78aa25b5952eca9ff,d3fc2c02833e822afe0302abaf086b4547324147b60d765f93f161afadf2fce6
rigorous_physical_resolvent_center,turn_00038325_of_00524288,adaptive_unresolved_midpoint,38325,524288,0.01,-0.08805572081385235,-0.4344711753523962,2048,4,4100,1258116,3607849,2.2445712619810365,26.557313159981277,694.5768178401632,4.4096057877118055e-09,3.536833019150478e-13,4.409252242439231e-09,694.5768209029734,befb477c5245d7917aa0c1710389e6996466bd94fa8e147c8cf8ee31c579d41a,dc08d58a33c091b8d0f80897f048ccf929703dc1163c5f045e563f72b9027bea,dcdea45bfe7ba7f9713079abb42d7d373934e77e2fc19778032c9f330c66a207
rigorous_physical_resolvent_center,turn_00019285_of_00262144,adaptive_unresolved_midpoint,19285,262144,0.01,-0.08839841280053648,-0.43378082086671066,2048,4,4100,1258116,3607849,2.26887331798207,29.662646804004908,688.8982875834735,4.3596376197212374e-09,3.4958477781310837e-13,4.359288173486368e-09,688.8982905868206,12036af081bdb5809b9c30849add3d48a71f6c235b99c3c1111796ef02ad46fa,d4da91166fce8015d427c6d03f2cbf9efc6f4c46f9c1108e05b6e5875c2f01e4,4d806af4fc02fe3368ec7beaf8418887fab745c3ce124109ae7a88ae6b2b2053
rigorous_physical_resolvent_center,turn_00004853_of_00065536,adaptive_unresolved_midpoint,4853,65536,0.01,-0.08875583190354389,-0.4330661719493515,2048,4,4100,1258116,3607849,2.2590416810126044,28.147926248027943,681.8417389137237,4.300369669048538e-09,3.408322205768764e-13,4.3000289391949844e-09,681.8417418458954,7e9024eb46152177b670c268a980380a1304353c1f39fb0313dcca63f0113cf9,b68a37a2023f4c29fb5d40dcfab171f1b2316a5e74f8f2ccd9937a5b7f29baf8,7227ebbee9c552dfff4ee8753063d3d82d3af7b99b3184ca895caf0f8a4e9d0a
rigorous_physical_resolvent_center,turn_00039303_of_00524288,adaptive_unresolved_midpoint,39303,524288,0.01,-0.08943577463565644,-0.4317214426952173,2048,4,4100,1258116,3607849,2.243263976997696,26.278321856050752,665.9618858044761,4.17293567881804e-09,3.5305080694031227e-13,4.1725826699768325e-09,665.9618885834924,05e4828a6c8dc0e5369459fa612c2b857135b1ecc9741b26e67fdcae3d02a189,4e774b4a228ef93f2b4c189b9ce43b8aa675abc608d15705651b26870d0e0e98,30ade112c62784228c56af9016ad627111cd5213a5fef76c1d6d88fec29cd517
rigorous_physical_resolvent_center,turn_00039809_of_00524288,adaptive_unresolved_midpoint,39809,524288,0.01,-0.09016241560354693,-0.4303051788412994,2048,4,4100,1258116,3607849,2.2713216300471686,26.846050347026903,646.7077257952186,4.02473999741558e-09,3.7287663897614783e-13,4.024367339869299e-09,646.7077283980492,efefab6b5a37944143eb4e2a12f99b8a966fa4c51fa80ff077b58702df2156af,09bc784917482659710afb9a1c6cd17743844b8435b305926c21c117fe6f7bb6,070574bbd0da59fd5085a8fc4563e963c2a3d391e35e2f1d22f8798c3a18d317
rigorous_physical_resolvent_center,turn_00040315_of_00524288,adaptive_unresolved_midpoint,40315,524288,0.01,-0.09089763140793194,-0.42889334736370943,2048,4,4100,1258116,3607849,2.217252003028989,25.242477054998744,626.1982668402928,3.872153422574505e-09,3.8468313092521925e-13,3.871769900077739e-09,626.1982692650288,1fc022d6737392945f7155656323a11cdbcd5d6e946bd1d6ff52c6a4cab68f56,23126339d9da46caea15b06a58b5f89c19b02799393a5bb328d19e1b6a9da423,9008d21cfd1092afe19b78d2efd6e7e220454edbb4c6710655d139e57043ef4d
rigorous_physical_resolvent_center,turn_00040855_of_00524288,adaptive_unresolved_midpoint,40855,524288,0.01,-0.09169167702575468,-0.42739159740881183,2048,4,4100,1258116,3607849,2.2447717169998214,25.877273020974826,604.1038464480714,3.7131982099798797e-09,3.5303661686182166e-13,3.7128460547681797e-09,604.1038486912289,e48b0ea19daf322f98c5ec6479ccff0e20ebe19a7a579a86526c21dcff83cb7c,79b39cc0f6e25a810bb068f87889e18f09c8a7a825814bcf68cdd6c9b3537c1c,20ea6cd3c9f612c4dc2a27f9b6d979c9f5868e5f8c2c8a3379dfc1b99efb475a
rigorous_physical_resolvent_center,turn_00041327_of_00524288,adaptive_unresolved_midpoint,41327,524288,0.01,-0.09239367906985618,-0.42608318903720976,2048,4,4100,1258116,3607849,2.246256274986081,26.892593602999114,585.3214652932039,3.582866716770621e-09,3.4551086745149754e-13,3.582522333774955e-09,585.3214673903328,0a2c505fa4f594a302515f111ee4cca4ea2463fc021d4fefde7b0201e36f5444,0da400404b9ba875321ad52465950b1d204f5bb3fa2b7312aa2195204836bceb,7488154a37b92feb00b939b3143f397cd6fa5fdacea6d4160d090d9e0f3ae04f
rigorous_physical_resolvent_center,turn_00020917_of_00262144,adaptive_unresolved_midpoint,20917,262144,0.01,-0.09315596781621896,-0.4246822068126139,2048,4,4100,1258116,3607849,2.282229113043286,27.927104811009485,566.1785790206732,3.4551975981249332e-09,3.390454257542595e-13,3.4548598932878423e-09,566.1785809769322,eae998f4da0cd56ece5bac0f555f219523f23caff8acfed01a647986858ea377,166b9362fafa743916080a6cd95787c71e7e6de1ac89d80dabb3b87d6d10d990,3aa348af29462726b1a25fb3bfc0163b2a8bfce9a57c1a8b38ea5f3a29793659
rigorous_physical_resolvent_center,turn_00042341_of_00524288,adaptive_unresolved_midpoint,42341,524288,0.01,-0.09392675481007329,-0.42328588208799933,2048,4,4100,1258116,3607849,2.246766666008625,26.73106616397854,548.3887946535805,3.341995039715434e-09,3.7295278771455273e-13,3.3416247866890685e-09,548.3887964862932,8f2e11e9042a1d22e0eaec487b04813358b637686ef238e8758e006a9746bb70,97dbc2fb43edbc061aedd9ddca748b54f6aa1a4e2760e2d97bc80e08d823dc49,a851e3237e7a51806f425725700f02e48ad43599f61c1a591861ef5054cca57d
rigorous_physical_resolvent_center,turn_00021443_of_00262144,adaptive_unresolved_midpoint,21443,262144,0.01,-0.09476475782858032,-0.42179015498948325,2048,4,4100,1258116,3607849,2.2480904959957115,26.247443300962914,530.9296493456249,3.2366891120443792e-09,3.1516732027728866e-13,3.2363742667353777e-09,530.9296510640793,59aaf3f004f1381ede3b4d686f1c67051050f57952680a6f1e005943d7459cc8,423bf27c0fcb193efbc3975efa687ed0d25c1d2fac77462d10b6f9a7adab983d,7bed1207ddae3cd0620822f59c02568dcfc45b5b38cf27cbc1495d4ee3a90424
rigorous_physical_resolvent_center,turn_00043395_of_00524288,adaptive_unresolved_midpoint,43395,524288,0.01,-0.0955562135828853,-0.4203981986880767,2048,4,4100,1258116,3607849,2.248990082007367,26.283183726016432,516.2076520659847,3.152997931326959e-09,2.7934861420046314e-13,3.152718732155379e-09,516.2076536935865,e2a3bf222a010c26b55e688931d4d945d848f251d2803728b2114895353ef4ed,c5bba5260280672f40fe1e373a1b1849faf873a23963c60331a4ed9b6111e815,76cf55f81df0110753b6b71b925b0db4c57f913f64eb1aaa1160f3dedcadcc9b
rigorous_physical_resolvent_center,turn_00021969_of_00262144,adaptive_unresolved_midpoint,21969,262144,0.01,-0.09640988028831099,-0.41891861513358075,2048,4,4100,1258116,3607849,2.280160943046212,28.000081008998677,502.13210334236544,3.077677834935484e-09,2.5356160624621165e-13,3.077424455754202e-09,502.13210488776645,02e58b532b3080ca585d13eebee7cd15a9f4abfc21ca30f17c18db83013dd524,7f927484fe2281624df6e433a5cee582b3bedc8409d6a2c1f8ed5fcd494c1179,42906ef67442a663a84a2bd0c2e481f3363bbe090e159cc5969f8bc60957fb5a
rigorous_physical_resolvent_center,turn_00044481_of_00524288,adaptive_unresolved_midpoint,44481,524288,0.01,-0.09727315714337398,-0.41744461804735583,2048,4,4100,1258116,3607849,2.2883879489963874,26.35584471101174,489.6258373986062,3.014667782703548e-09,2.4510919682943054e-13,3.01442290420981e-09,489.62583887466553,3eb15e59ec6b233d9fbe583565bdafaee2cbfcda3b691204fa8d51be7b06213b,4b4d97ce6b44d2f58fffc3d676202232e57863edaa7da85c04209d0074ee2c8e,acc0b3300cd7341be56846070d38cbcc3f8679b574a5bd6d997ce1402a67428c
