center_id,source_kind,source_arc,turn_numerator,turn_denominator,spectral_parameter_real,spectral_parameter_imag,physical_dimension,border_rank,bordered_dimension,matrix_nnz,factor_nnz,approximate_inverse_frobenius_upper,residual_frobenius_upper,residual_center_frobenius_upper,residual_radius_frobenius_upper,center_inverse_two_norm_upper,factor_seconds,certificate_seconds,closed_arc_count,inverse_sha256,residual_center_sha256,residual_radius_sha256
arc_00866,rh28_parent_arc_midpoint,866,,,-0.3088617569901811,-0.28874264636764774,2048,12,4108,1290892,3672782,116.16651492825937,7.629442562468207e-10,6.401465130200847e-14,7.628853255387278e-10,116.16651501688798,2.342493314004969,29.48784718097886,5,034cc20facc6bf4994976aa6b25f0a2008c8d314289dd7ea41a738e132b258ba,6beb06e29a6fd1756fab179750d9960905e54d2e57e8a893e8810a3398ec209b,9b81c4ba86d6cad5ac61b4803c9a159729e22cef9cf27b223564c8f39a4b2703
arc_00870,rh28_parent_arc_midpoint,870,,,-0.32173977804292997,-0.28834742962446747,2048,12,4108,1290892,3672782,112.73430456592567,7.094246891917601e-10,6.178369223787704e-14,7.093686168924946e-10,112.7343046459022,2.3446168869850226,29.607837843999732,5,bba9b573f63b87858c5c59cf3e582dfee138b645bc55c7fd2a39f715cbef686f,eeeca70f7c4a39bf0ebe914088c2e6662483f80a6a3d3f438123018f492d4f12,c00dbe191eed247dd997710ffa2b6e9abcf8517f792c29206d51de0cd9a56b23
arc_00874,rh28_parent_arc_midpoint,874,,,-0.33462167932177317,-0.2885845834801607,2048,12,4108,1290892,3672781,109.40373756018401,6.597778962495799e-10,6.064702263883755e-14,6.597229706584124e-10,109.4037376323662,2.3406734250020236,28.696286717022303,5,feef7d207ed4ba4cf16de62fa990776df0f7b8566b47fbd711f06a01bad8294f,39e5f469ec112716a703baa39114fe5a4c225f18b95f24815bde149b8bfe2145,2453aba8243819e4d2138fbea31a1492da5a9af84290d77ffa6b46869a62a5df
arc_00877,rh28_parent_arc_midpoint,877,,,-0.3458721281909302,-0.2893104228865329,2048,12,4108,1290892,3672782,106.58065611653407,6.194053482515043e-10,5.90222839919455e-14,6.19352811346903e-10,106.58065618255073,2.3318510820390657,28.723219075996894,2,c7562ad646ac11e790dc14d31cb32aa3e5db8796fc2ac4e7d4c17e65b3c44431,a0e5697630786bb8fbfbe5f9eff28781fd3869c259655214dfca0767bfcf0e3a,397c5a8509e0501413de4feabdf1d5757630ea2ba6ae531b52e6f2b1cb0ce3fe
arc_00879,rh28_parent_arc_midpoint,879,,,-0.3586777091573855,-0.29073053507248514,2048,12,4108,1290892,3672781,103.46504867252588,5.766117871936533e-10,5.680798353679287e-14,5.765611915920091e-10,103.46504873218507,2.3254227329744026,28.78186820697738,3,b92e746f53f5f9196cb431ce76136cafc8d8c00ba903be48291925e011ad967b,78045b3542b5b66a4927c8bdca58858be615c43238e131f9034a252bd01f8b41,fa69c5962d3c05a8988f4455eb4e61c5c237a1d8e9f54f450cf0b80bd7ea3146
arc_00881,rh28_parent_arc_midpoint,881,,,-0.3713981836384998,-0.2927772767475513,2048,12,4108,1290892,3672782,100.47228858820114,5.371892627611724e-10,5.659862953839076e-14,5.371395006950977e-10,100.47228864217381,2.311452105990611,29.257478035986423,3,a09b1a299704dd2bc259fa4fc9c7b7d7a66a27a67a6b63b89e465307a2a11245,c1d5abc3961b32d1a441184c50223254f36035ba94b7acc40b87f69862706e52,65a0c26aa365e7235fcac4fafa0b6b19523afb8b88ae43c5a5ebcac8d6c90dcb
arc_00883,rh28_parent_arc_midpoint,883,,,-0.3840029068970661,-0.29544571713176265,2048,12,4108,1290892,3672782,97.60509287357142,5.00920207410616e-10,5.457567120839856e-14,5.008717307650709e-10,97.60509292246381,2.3227969669969752,28.76701409299858,3,f757a56ea81aea20a6c2bf749b730d85a4b3f89b1eed5672c854c5dfe12a00a4,b16620c2812c78cf791837ae21d3b1aa3fe10534b4bded0fa86c2e1e4ced1db4,69644f58d07a010430da71c68e7b43a7035e61868c27e0939cbd4be1eccca8a6
arc_00885,rh28_parent_arc_midpoint,885,,,-0.3964615130507112,-0.2987294277185059,2048,12,4108,1290892,3672782,94.86425738791924,4.675896630633581e-10,5.5095349158650396e-14,4.675415167892249e-10,94.8642574322768,2.308830977010075,28.852554748009425,2,ad0f71422e8851ac4aa641fb0a7853bdaf803086c2f4489e8d6b77a07255ac6e,616a46bfb7ab3a7a468ef71a94a1ff25c4ff664dedd380bcf73c8bc252c512ee,5926b12dd46bfce43a73b14db4f19ef221c4b6a92405637397a72e0e6e3818db
arc_00886,rh28_parent_arc_midpoint,886,,,-0.40569150781578955,-0.3015912781327338,2048,12,4108,1290892,3672782,92.89114097409664,4.443936723500512e-10,5.629413007892503e-14,4.4434465802554797e-10,92.8911410153769,2.3131056160200387,28.808770275034476,1,ef1a36190463ff1730c334446bf311f7bac4b0c2ed0862df20494dc9bc89eab2,901e395b5b0e04c69583da0dccff5a6f77031f4c888f324f5c7f27109a3d3eab,83c52c4946eecae5eceae26508bf6ee12fd58cb026477067995c7d34422b4deb
arc_00887,rh28_parent_arc_midpoint,887,,,-0.4178224407140245,-0.3059317953286048,2048,12,4108,1290892,3672782,90.36883637084922,4.157059743405297e-10,5.647594607358658e-14,4.1565555643917406e-10,90.36883640841612,2.3188316299929284,28.89073877094779,1,1cf099e0bafaa191bc7aeaa234bf50c361f38034937a54148ad8231c6746884b,d332569c64229bebfbdf328ec071d041e02e870a9e8e5460c045a7bb21872a82,5cedad8eb7d5b20853e40003d5a0daa603765ca244a66d8951d14d5cee2d218d
arc_00888,rh28_parent_arc_midpoint,888,,,-0.42972578228813196,-0.3108623208461596,2048,12,4108,1290892,3672782,87.96801316940027,3.8939808074646226e-10,5.403729006669709e-14,3.893510047088381e-10,87.96801320365486,2.3236615199712105,29.12806424900191,1,35287fd085508ead728bb00fd457e9ac200c0d1658de4c31b2e47810716b1dd5,d68d88dfc92f14111e142220b57a882e5229aacb9094eea5b30b5dd93659b569,6c9f558f17541392adeba4a582b29132d9bb1dee895b5cb9e5106cd0a4a2c435
arc_00889,rh28_parent_arc_midpoint,889,,,-0.44137285634565016,-0.3163709766175633,2048,12,4108,1290892,3672782,85.68523272177111,3.652973742184433e-10,5.605891554423819e-14,3.65248923908678e-10,85.68523275307173,2.3205450759851374,29.327806384011637,1,3252948b698852dc2af7029d393279709d128762d4b9a0c1ecc2dab40c1b22c5,84bac1cedcf14a3bea7b00a358cd8e91f9b753556f1ffa3e50a35e58553fd24b,3285521c4fdd0f5cb6f4af6b1959dbd5925c3ca8d3c313a0ea8c9a5ff3de2ff1
arc_00890,rh28_parent_arc_midpoint,890,,,-0.45273560406501134,-0.32244449180856133,2048,12,4108,1290892,3672782,83.51654810549611,3.432254894711221e-10,5.323743307927793e-14,3.4317981500000243e-10,83.51654813416114,2.3373444830067456,28.937275189033244,1,6a4c2d305506f9b0784f2d04c0587da571b913ca0aba6ce3ff8003609e1ff07c,eb7271d8763af5406dc75078a3c27ca3b9c3e3f68698f580ac1353b8ca01644e,973423df2e5dff31254198ec47d52ece0f28322ec87fe35b541341a17aacd50b
arc_00891,rh28_parent_arc_midpoint,891,,,-0.4637866515917005,-0.3290682347890815,2048,12,4108,1290892,3672782,81.45767912033432,3.2303331079759643e-10,5.5507807817761114e-14,3.2298497396105897e-10,81.45767914664788,2.3257096669985913,29.21082913602004,1,540850997ba6d825f4e11a6fedc9ee28a9808290110376b640d87f930e725b88,3f9bfba4dca13131eaa1e538f28dfda8a6d8b070b743dfcfbe10dbaeb4b6c7da,c9f373cb915f82042f1c2874ccf68d774a45309bf1329129b4ade1dedf523faa
arc_00892,rh28_parent_arc_midpoint,892,,,-0.4797207684871623,-0.34000026698263697,2048,12,4108,1290892,3672782,78.56546347619202,2.9593097873549107e-10,5.4200664766035265e-14,2.958833963399818e-10,78.565463499442,2.3493374680401757,29.042927737056743,0,467c6901bff8474b810a9ab558146d55bb231c8f54284814de6381ffa3eb4c8d,5090028577f5d04ec76dc33a7eab75ce0d75617d5e565f8b420c0990067b75c3,4bf14d894f248920dd80075c1e27028ad1153fcff5f478022c683956ce3d442e
arc_00893,rh28_parent_arc_midpoint,893,,,-0.49963383258509936,-0.35634249634822557,2048,12,4108,1290892,3672782,75.051253015177,2.650366426738505e-10,5.3964324341172196e-14,2.6499004256517394e-10,75.05125303506836,2.347650011011865,29.273486700025387,1,9b34d77f485232101128cd31811ebe4d37c71bb3af1229a7da237b35cfa6df7a,fa974e2f12ea7f6ce0c0640146675ce6d6f05b9a63c194d008093fa8c34538be,26200d46ec5c6549f9fe7c60d18f7458357de4bb02503358a7f286911a43d686
arc_00894,rh28_parent_arc_midpoint,894,,,-0.517849191247586,-0.3745578550107122,2048,12,4108,1290892,3672782,71.89511858037046,2.392356009255705e-10,5.557889688275023e-14,2.391883949037514e-10,71.89511859757036,2.341090769972652,28.710832334007137,1,4e621f81c555916baaa87ca6acc3702a8139e96d503ac7095c52f69ef8dbcef0,37521de7820a5037ed9c5800dd17aabfaa1d250079468dd6c4b8ad0ad5038e4f,a388783fdb99f43b068f8cae1cb4248b21f56d53093408713dd302e672a3693c
arc_00895,rh28_parent_arc_midpoint,895,,,-0.5341914206131746,-0.3944709191086493,2048,12,4108,1290892,3672782,69.06307737397846,2.1766904345254532e-10,5.710810151753465e-14,2.17620626352142e-10,69.06307738901137,2.3379116959986277,28.723341258999426,1,c4cb1835fabc3185171f14783fb20c77720360a07bd199762bcadbbb4e2b0164,4344bdfd59bf2a6389a3f712ba414f3253e670cf868c03b1a9606272fbb8fe7e,857eb98196886de086022c9b24dd2a0e22bf53a77511965f7b94f501876e302e
arc_00896,rh28_parent_arc_midpoint,896,,,-0.5485031360795032,-0.4158899149491855,2048,12,4108,1290892,3672782,66.52389647517309,1.9960638368614576e-10,5.797751581463733e-14,1.9955756268594636e-10,66.5238964884517,2.328267189033795,28.648461644013878,1,6802cff8fd74d208dd9c0cb0261d7541437583d9d835976caf22e0dede6ef1b4,4a1690a648c8199e329e44d83498fe3b48819cdd7f3049377f24bde800d659e3,23a3ca95c05fcb3accd9fd118094ce44a0486a3dc2343006fabdde3a86f36275
arc_00897,rh28_parent_arc_midpoint,897,,,-0.5606465080030515,-0.4386085658935623,2048,12,4108,1290892,3672782,64.24941609497104,1.844389682922869e-10,5.582705835389641e-14,1.8439079278007246e-10,64.24941610682116,2.3180084740160964,28.62067706999369,1,c2346e644e501218dbc316a8980358bcdf6db412bc41349276413fcefd1ad65d,10e8c43324dddc926bdc79f6d06c79f71ebe03e9f78bb0bfc94d39f51c99778e,4edc65bdc2c37341767f3f720f5a719bcf8203a42007be13bd30577a1b489c6e
arc_00898,rh28_parent_arc_midpoint,898,,,-0.5705045890739535,-0.4624080789139074,2048,12,4108,1290892,3672782,62.21457252026149,1.7166753359016638e-10,5.6250269786589095e-14,1.7161945244493615e-10,62.21457253094173,2.3325034030131064,28.942406421992928,1,77a4dfa9b9cd9fa28b8815e534c32ff35af9874a1b8e5e283cde6898516d961c,c7bf90dbd19e737aca1e9386c1b1f9f557bfe02c0c3a6e79eeda924b8cb7f231,6408fc1db6c474814f30f69a012a06854d0d518d3f9a9ba329ae52334fe5ca4a
arc_00899,rh28_parent_arc_midpoint,899,,,-0.5779824405825212,-0.48705925168969777,2048,12,4108,1290892,3672782,60.3972551569246,1.6088275045235904e-10,5.693568133064766e-14,1.6083459591158718e-10,60.39725516664149,2.333346209023148,28.808836102019995,1,731c91a8e473d03c2026513e72ed24d8c864b516433041fc1d89c68eb591b2e6,03f9c9f2611ac4b2e7aca9295d27938bf5dbb8ded02991034cf199e8b7a96dad,eff8687413b51bef35eed71a468a55589005f2fd682423a7b2152309f3993e2e
