status,parent_arc,start_numerator,end_numerator,turn_denominator,refinement_level,extra_refinement,theta_start,theta_end,theta_midpoint,center_real,center_imag,disc_radius,center_id,center_arc,distance_upper,neumann_product_upper,transported_inverse_upper,budget_lower,budget_ratio_upper
closed,34,105,106,2048,5,0,0.32213596545598466,0.32520392703175593,0.3236699462438703,-0.07448203763540957,-0.4673540217385407,0.0004026680141084434,arc_00027,27,0.006039912432190979,0.8681437297608958,1090.0845988506685,8.191484946557067e+16,1.3307533444334022e-14
closed,35,106,107,2048,5,0,0.32520392703175593,0.3282718886075272,0.32673790781964157,-0.07473934405623078,-0.46659089714673824,0.0004026680141084458,arc_00040,40,0.0044293090702322005,0.7465605109297537,665.0506836344648,7.187962537492564e+16,9.252283664050091e-15
closed,36,107,108,2048,5,0,0.3282718886075272,0.3313398501832985,0.32980586939541284,-0.07499899049937138,-0.46582856555131935,0.00040266801410845194,arc_00040,40,0.0036239922291567447,0.6108242724328296,433.09511237965273,6.20343622415615e+16,6.9815356639467415e-15
closed,37,108,109,2048,5,0,0.3313398501832985,0.33440781175906975,0.3328738309711841,-0.07526097452094016,-0.46506703412763933,0.0004026680141084595,arc_00040,40,0.0028186678079942457,0.47508675631143477,321.10088189380645,5.2377613042131976e+16,6.1304985707446515e-15
closed,38,109,110,2048,5,0,0.33440781175906975,0.3374757733348411,0.33594179254695544,-0.07552529365504373,-0.464306310043522,0.0004026680141084593,arc_00040,40,0.0020133377017508944,0.33934828196906275,255.12702209947767,4.290797918947959e+16,5.9459109219021695e-15
closed,39,110,111,2048,5,0,0.3374757733348411,0.34054373491061235,0.3390097541227267,-0.07579194541380975,-0.4635464004591921,0.000402668014108442,arc_00040,40,0.0012080038054461096,0.20360916881143637,211.64244848799467,3.362411422939027e+16,6.2943650216070705e-15
closed,40,111,112,2048,5,0,0.34054373491061235,0.3436116964863836,0.342077715698498,-0.0760609272874103,-0.46278731252720806,0.00040266801410844636,arc_00040,40,0.0004026680141084464,0.06786973624581852,180.82247945399436,2.452472773035677e+16,7.373067764180391e-15
closed,41,112,113,2048,5,0,0.3436116964863836,0.3466796580621549,0.34514567727426926,-0.07633223674408555,-0.46202905339239464,0.00040266801410845503,arc_00040,40,0.0012080038054460924,0.20360916881143348,211.6424484879939,1.5608589322296296e+16,1.3559357871352953e-14
closed,42,113,114,2048,5,0,0.3466796580621549,0.34974761963792617,0.34821363885004053,-0.07660587123016757,-0.46127163019177553,0.0004026680141084458,arc_00040,40,0.0020133377017508424,0.339348281969054,255.1270220994743,6874532809329916.0,3.71119069725325e-14
closed,43,228,229,4096,6,0,0.34974761963792617,0.3512816004258118,0.350514610031869,-0.07681262134674388,-0.46070411566205666,0.00020133402185919957,arc_00040,40,0.0024160017481364465,0.40721734945476895,284.33710958157667,9.48564353152356e+16,2.997552128504951e-15
closed,44,229,230,4096,6,0,0.3512816004258118,0.3528155812136975,0.35204859081975465,-0.07695117998459913,-0.46032603758353086,0.00020133402185918542,arc_00040,40,0.00281866552803589,0.47508637202421344,321.1006468171022,9.080011865109744e+16,3.5363461148210878e-15
closed,45,230,231,4096,6,0,0.3528155812136975,0.35434956200158313,0.3535825716076403,-0.07709031842371479,-0.4599481724960373,0.00020133402185919873,arc_00040,40,0.0032213277682266468,0.5429551350755965,368.7824071582457,8.679226237181634e+16,4.249024015279026e-15
closed,46,231,232,4096,6,0,0.35434956200158313,0.35588354278946877,0.3551165523955259,-0.07723003633668464,-0.4595705212887291,0.00020133402185919442,arc_00040,40,0.00362398823183281,0.6108235986834589,433.09436259739863,8.283279427652683e+16,5.228537397296629e-15
closed,47,232,233,4096,6,0,0.35588354278946877,0.3574175235773544,0.35665053318341156,-0.07737033339473896,-0.4591930848502559,0.00020133402185918632,arc_00040,40,0.0040266466819797375,0.6786917229225545,524.5744273979934,7.892164752507195e+16,6.646774919787956e-15
closed,48,233,234,4096,6,0,0.3574175235773544,0.35895150436524004,0.3581845139712972,-0.07751120926774523,-0.4588158640687621,0.0002013340218591762,arc_00040,40,0.0044293028817937894,0.7465594678678069,665.0479465463798,7.505876074757058e+16,8.860364065735065e-15
closed,49,234,235,4096,6,0,0.35895150436524004,0.3604854851531257,0.3597184947591828,-0.07765266362420888,-0.45843885983188476,0.00020133402185917507,arc_00040,40,0.00483195659440268,0.814426793594367,908.2674634489715,7.124407814895482e+16,1.2748673111468933e-14
closed,50,235,236,4096,6,0,0.3604854851531257,0.3620194659410113,0.3612524755470685,-0.07779469613127417,-0.45806207302675117,0.00020133402185918127,arc_00040,40,0.005234607582935624,0.8822936601776389,1431.9543511463137,6.747754961122576e+16,2.1221196670545514e-14
closed,51,236,237,4096,6,0,0.3620194659410113,0.36355344672889695,0.36278645633495415,-0.07793730645472488,-0.4576855045399771,0.00020133402185917526,turn_00031445_of_00524288,,0.0038913788481238806,0.7885757198361026,958.484350743805,6.3759130797115064e+16,1.5032895504704308e-14
closed,52,237,238,4096,6,0,0.36355344672889695,0.3650874275167826,0.3643204371228398,-0.07808049425898515,-0.4573091552576646,0.0002013340218591953,turn_00031445_of_00524288,,0.00348871969515916,0.7069781052654122,691.5758431223109,6.0088783262293144e+16,1.1509233596951329e-14
closed,53,238,239,4096,6,0,0.3650874275167826,0.3666214083046682,0.3658544179107254,-0.07822425920712024,-0.45693302606539976,0.00020133402185919778,turn_00031445_of_00524288,,0.003086058608310062,0.6253800987991175,540.9399320611752,5.6466474586037864e+16,9.579842482231579e-15
closed,54,239,240,4096,6,0,0.3666214083046682,0.36815538909255385,0.36738839869861106,-0.07836860096083735,-0.4565571178482511,0.00020133402185918043,turn_00031445_of_00524288,,0.002683395824451853,0.5437817484392483,444.1884190540422,5.289217853320766e+16,8.397998179923037e-15
closed,55,240,241,4096,6,0,0.36815538909255385,0.36968936988043954,0.3689223794864967,-0.07851351918048638,-0.45618143149076684,0.00020133402185917837,turn_00031445_of_00524288,,0.0022807315804606403,0.4621831021880052,376.7952712694592,4.936587526045102e+16,7.632707194626103e-15
closed,56,241,242,4096,6,0,0.36968936988043954,0.3712233506683252,0.37045636027438233,-0.07865901352506076,-0.4558059678769733,0.00020133402185917878,turn_00031445_of_00524288,,0.001878066113213419,0.3805842080477681,327.1580520504349,4.588755157624374e+16,7.129559996393589e-15
closed,57,242,243,4096,6,0,0.3712233506683252,0.3727573314562108,0.37199034106226797,-0.07880508365219824,-0.45543072789037264,0.00020133402185918808,turn_00031445_of_00524288,,0.0014753996595879245,0.2989851140210674,289.07640616130897,4.245720125248029e+16,6.808654306774909e-15
closed,58,243,244,4096,6,0,0.3727573314562108,0.37429131224409645,0.3735243218501536,-0.07895172921818172,-0.45505571241394077,0.00020133402185918165,turn_00031445_of_00524288,,0.001072732456462405,0.21738586811053706,258.9358607863622,3.907482536806996e+16,6.6266671276783735e-15
closed,59,244,245,4096,6,0,0.37429131224409645,0.3758252930319821,0.37505830263803924,-0.07909894987794,-0.45468092233012536,0.00020133402185918951,turn_00031445_of_00524288,,0.0006700647407156681,0.13578651831892471,234.48704307433303,3.574043264158257e+16,6.560833927945146e-15
closed,60,245,246,4096,6,0,0.3758252930319821,0.3773592738198677,0.37659228342592493,-0.07924674528504866,-0.4543063585208436,0.00020133402185919786,turn_00031445_of_00524288,,0.00026739674922667683,0.054187112649009224,214.25682247990713,3.2454039693296092e+16,6.601853713889595e-15
closed,61,246,247,4096,6,0,0.3773592738198677,0.37889325460775336,0.37812626421381057,-0.0793951150917308,-0.4539320218674805,0.00020133402185919472,turn_00031445_of_00524288,,0.0005379393248436272,0.109011717150395,227.44054866384315,2.921567117333051e+16,7.784881864068281e-15
closed,62,247,248,4096,6,0,0.37889325460775336,0.380427235395639,0.3796602450016962,-0.07954405894885798,-0.4535579132508862,0.00020133402185919727,turn_00031445_of_00524288,,0.0009406071571793591,0.1906110905684016,250.37020095405117,2.60253597118315e+16,9.620239786358432e-15
closed,63,248,249,4096,6,0,0.380427235395639,0.38196121618352463,0.38119422578958184,-0.07969357650595088,-0.4531840335513744,0.00020133402185919136,turn_00031445_of_00524288,,0.0013432745546197852,0.2722103758562383,278.44154022226127,2.2883145682090052e+16,1.2167974809520576e-14
closed,64,249,250,4096,6,0,0.38196121618352463,0.38349519697141027,0.3827282065774675,-0.07984366741118026,-0.4528103836487202,0.00020133402185918724,turn_00031445_of_00524288,,0.0017459412802859765,0.3538095250111331,313.60236918976716,1.9789076800123804e+16,1.584724605181204e-14
closed,65,250,251,4096,6,0,0.38349519697141027,0.38502917775929596,0.3842621873653531,-0.07999433131136773,-0.45243696442215803,0.00020133402185919233,turn_00031445_of_00524288,,0.002148607097299495,0.4354084900304134,358.92651647433695,1.6743207602259804e+16,2.1437141854819577e-14
closed,66,251,252,4096,6,0,0.38502917775929596,0.3865631585471816,0.38579616815323875,-0.08014556785198657,-0.45206377675037923,0.0002013340218591975,turn_00031445_of_00524288,,0.002551271768782464,0.5170072229115202,419.5649987271892,1.374559884978896e+16,3.05235881908216e-14
closed,67,252,253,4096,6,0,0.3865631585471816,0.38809713933506723,0.3873301489411244,-0.08029737667716257,-0.45169082151153045,0.00020133402185920009,turn_00031445_of_00524288,,0.002953935057857644,0.5986056756520242,504.8573226179736,1.0796316918516052e+16,4.676199544977474e-14
closed,68,253,254,4096,6,0,0.38809713933506723,0.38963112012295287,0.38886412972901,-0.08044975742967493,-0.4513180995832115,0.00020133402185918618,turn_00031445_of_00524288,,0.003356596727648482,0.6802038002496343,633.6750219751099,7895433222472225.0,8.025842333407679e-14
closed,69,254,255,4096,6,0,0.38963112012295287,0.3911651009108385,0.39039811051689566,-0.08060270975095701,-0.45094561184247306,0.0002013340218591906,turn_00031445_of_00524288,,0.0037592565412795636,0.761801548702291,850.7480329966301,5043023699265708.0,1.6869800415978688e-13
closed,70,255,256,4096,6,0,0.3911651009108385,0.39269908169872414,0.3919320913047813,-0.08075623328109723,-0.45057335916581465,0.0002013340218591978,turn_00031445_of_00524288,,0.004161914261876567,0.8433988730081556,1294.0319638627063,2239168360629935.0,5.779073992893784e-13
closed,71,512,513,8192,7,0,0.39269908169872414,0.393466072092667,0.39308257689569553,-0.08087175056724817,-0.4502943244460809,0.00010066701278023126,arc_00086,86,0.0031206607591477047,0.762431808572157,1028.409678781236,5.0855289715419e+16,2.0222275490634535e-14
closed,72,513,514,8192,7,0,0.393466072092667,0.3942330624866098,0.3938495672896384,-0.08094894040575086,-0.4501083752132513,0.00010066701278022744,arc_00086,86,0.0029193298463206815,0.7132431578871291,852.0020852328294,4.9565009612018696e+16,1.718958781410653e-14
closed,73,514,515,8192,7,0,0.3942330624866098,0.3950000528805526,0.39461655768358117,-0.08102627284281051,-0.4499224852389751,0.00010066701278021298,arc_00086,86,0.0027179985189569418,0.6640544059235569,727.252959237661,4.828755485350623e+16,1.5060877723959846e-14
closed,74,515,516,8192,7,0,0.3950000528805526,0.3957670432744954,0.395383548077524,-0.08110374783293445,-0.4497366546326066,0.00010066701278020904,arc_00086,86,0.0025166668066660338,0.6148655599155693,634.3692020412068,4.702293941018244e+16,1.3490632657129028e-14
closed,75,516,517,8192,7,0,0.3957670432744954,0.39653403366843826,0.3961505384714668,-0.08118136533054612,-0.4495508835034651,0.00010066701278022297,arc_00086,86,0.0023153347390575075,0.5656766270972953,562.5242450161167,4.57711773074561e+16,1.2289923006295096e-14
closed,76,517,518,8192,7,0,0.39653403366843826,0.39730102406238105,0.39691752886540965,-0.08125912528998516,-0.4493651719608351,0.00010066701278021419,arc_00086,86,0.0021140023457409843,0.5164876147028813,505.297144115169,4.453228259301205e+16,1.1346760477857465e-14
closed,77,518,519,8192,7,0,0.39730102406238105,0.3980680144563239,0.3976845192593525,-0.08133702766550738,-0.4491795201139658,0.00010066701278021664,arc_00086,86,0.0019126696563261294,0.46729852996648474,458.63854556206866,4.330626930008323e+16,1.0590580832165731e-14
closed,78,519,520,8192,7,0,0.3980680144563239,0.3988350048502667,0.3984515096532953,-0.08141507241128483,-0.4489939280720714,0.00010066701278023086,arc_00086,86,0.0017113367004226408,0.4181093801222707,419.86830357616856,4.209315140682548e+16,9.974741485097888e-15
closed,79,520,521,8192,7,0,0.3988350048502667,0.39960199524420953,0.39921850004723813,-0.0814932594814058,-0.448808395944331,0.00010066701278022404,arc_00086,86,0.0015100035076402712,0.3689201724044179,387.1418745324156,4.0892942791080824e+16,9.46720505076625e-15
closed,80,521,522,8192,7,0,0.39960199524420953,0.4003689856381523,0.3999854904411809,-0.08157158882987484,-0.4486229238398883,0.00010066701278021451,arc_00086,86,0.0013086701075888103,0.3197309140471139,359.14821425806815,3.970565717995658e+16,9.045265580930022e-15
closed,81,522,523,8192,7,0,0.4003689856381523,0.40113597603209517,0.40075248083512377,-0.0816500604106128,-0.44843751186785175,0.00010066701278021889,arc_00086,86,0.0011073365298780702,0.2705416122845518,334.9299035413275,3.8531308094322024e+16,8.692409370619911e-15
closed,82,523,524,8192,7,0,0.40113597603209517,0.401902966426038,0.40151947122906656,-0.0817286741774569,-0.4482521601372945,0.00010066701278022708,arc_00086,86,0.00090600280411793,0.22135227435094115,313.77145195061246,3.73699087875392e+16,8.396366545460715e-15
closed,83,524,525,8192,7,0,0.401902966426038,0.4026699568199808,0.4022864616230094,-0.08180743008416068,-0.44806686875725416,0.00010066701278021202,arc_00086,86,0.0007046689599181348,0.17216290748045868,295.12742258426914,3.622147217874614e+16,8.147858295981758e-15
closed,84,525,526,8192,7,0,0.4026699568199808,0.40343694721392365,0.4030534520169522,-0.08188632808439404,-0.44788163783673285,0.00010066701278021856,arc_00086,86,0.0005033350268886698,0.12297351890733983,278.57474398100254,3.508601078005922e+16,7.939766812684437e-15
closed,85,526,527,8192,7,0,0.40343694721392365,0.40420393760786644,0.40382044241089504,-0.08196536813174336,-0.4476964674846972,0.00010066701278021161,arc_00086,86,0.0003020010346394101,0.07378411586579309,263.78021757133484,3.3963536618586012e+16,7.766570970909588e-15
closed,86,527,528,8192,7,0,0.40420393760786644,0.4049709280018093,0.40458743280483783,-0.08204455017971139,-0.4475113578100781,0.00010066701278022892,arc_00086,86,0.00010066701278022893,0.024594705590026498,250.47785657421096,3.2854061152249468e+16,7.623954171554867e-15
closed,87,528,529,8192,7,0,0.4049709280018093,0.4057379183957521,0.4053544231987807,-0.08212387418171738,-0.4473263089217709,0.00010066701278022273,arc_00086,86,0.0003020010346393855,0.07378411586578708,263.78021757133314,3.1757595180693984e+16,8.306051389296944e-15
closed,88,529,530,8192,7,0,0.4057379183957521,0.4065049087896949,0.4061214135927235,-0.08220334009109706,-0.447141320928635,0.00010066701278021882,arc_00086,86,0.0005033350268886225,0.12297351890732826,278.57474398099885,3.067414875026013e+16,9.081743270174252e-15
closed,89,530,531,8192,7,0,0.4065049087896949,0.4072718991836377,0.4068884039866663,-0.0822829478611027,-0.4469563939394941,0.00010066701278021318,arc_00086,86,0.0007046689599180846,0.17216290748044644,295.12742258426476,2.9603731053853092e+16,9.969264416278783e-15
closed,90,531,532,8192,7,0,0.4072718991836377,0.40803888957758055,0.40765539438060916,-0.08236269744490307,-0.44677152806313597,0.0001006670127802076,arc_00086,86,0.0009060028041178471,0.22135227435092092,313.77145195060433,2.8546350325225796e+16,1.0991648612724103e-14
closed,91,532,533,8192,7,0,0.40803888957758055,0.40880587997152334,0.40842238477455195,-0.08244258879558357,-0.44658672340831246,0.00010066701278021233,arc_00086,86,0.0011073365298780386,0.2705416122845441,334.92990354132394,2.7502013727658776e+16,1.2178377440212131e-14
closed,92,533,534,8192,7,0,0.40880587997152334,0.4095728703654662,0.4091893751684948,-0.08252262186614616,-0.4464019800837394,0.00010066701278021356,arc_00086,86,0.0013086701075887828,0.31973091404710713,359.1482142580646,2.6470727236401132e+16,1.3567750181195748e-14
closed,93,534,535,8192,7,0,0.4095728703654662,0.41033986075940904,0.4099563655624376,-0.08260279660950945,-0.44621729819809647,0.00010066701278021706,arc_00086,86,0.0015100035076402508,0.3689201724044129,387.14187453241254,2.5452495514581024e+16,1.5210370013055492e-14
closed,94,535,536,8192,7,0,0.41033986075940904,0.4111068511533518,0.41072335595638043,-0.08268311297850871,-0.4460326778600273,0.0001006670127802276,arc_00086,86,0.001711336700422636,0.41810938012226956,419.8683035761677,2.4447321781481664e+16,1.7174409014168957e-14
closed,95,536,537,8192,7,0,0.4111068511533518,0.4118738415472947,0.4114903463503232,-0.08276357092589588,-0.4458481191781393,0.00010066701278023105,arc_00086,86,0.0019126696563261285,0.4672985299664845,458.63854556206843,2.3455207671961664e+16,1.9553804510131226e-14
closed,96,537,538,8192,7,0,0.4118738415472947,0.41264083194123746,0.41225733674426607,-0.08284417040433964,-0.44566362226100364,0.00010066701278021867,arc_00086,86,0.002114002345740941,0.5164876147028707,505.29714411515795,2.2476153085175624e+16,2.2481478133748427e-14
closed,97,538,539,8192,7,0,0.41264083194123746,0.4134078223351803,0.41302432713820886,-0.08292491136642538,-0.44547918721715496,0.0001006670127802131,arc_00086,86,0.0023153347390574776,0.565676627097288,562.5242450161073,2.1510156020528812e+16,2.6151565078340057e-14
closed,98,539,540,8192,7,0,0.4134078223351803,0.4141748127291231,0.4137913175321517,-0.08300579376465528,-0.44529481415509176,0.00010066701278022083,arc_00086,86,0.0025166668066659856,0.6148655599155576,634.3692020411876,2.0557212397255124e+16,3.085871711506425e-14
closed,99,540,541,8192,7,0,0.4141748127291231,0.41494180312306594,0.41455830792609455,-0.0830868175514483,-0.4451105031832759,0.0001006670127802165,arc_00086,86,0.002717998518956885,0.664054405923543,727.252959237631,1.961731585380787e+16,3.7071991125455915e-14
closed,100,541,542,8192,7,0,0.41494180312306594,0.41570879351700873,0.41532529832003734,-0.08316798267914023,-0.4449262544101328,0.00010066701278022351,arc_00086,86,0.002919329846320597,0.7132431578871083,852.0020852327679,1.8690457521608984e+16,4.5584870474557687e-14
closed,101,542,543,8192,7,0,0.41570879351700873,0.4164757839109516,0.4160922887139802,-0.08324928909998373,-0.4447420679440512,0.00010066701278023195,turn_00004435_of_00065536,,0.0024915003170391282,0.718724215856448,1025.5786866471417,1.7776625766368974e+16,5.769253963749416e-14
closed,102,543,544,8192,7,0,0.4164757839109516,0.4172427743048944,0.416859279107923,-0.08333073676614833,-0.4445579438933834,0.00010066701278021134,turn_00004435_of_00065536,,0.0022901682070978297,0.6606458516456633,850.057235741767,1.6875805889795988e+16,5.037135656174838e-14
closed,103,544,545,8192,7,0,0.4172427743048944,0.4180097646988372,0.4176262695018658,-0.08341232562972044,-0.4443738823664447,0.00010066701278021381,turn_00004435_of_00065536,,0.002088835775149751,0.6025673945454381,725.8348845275343,1.5987979784100156e+16,4.539878673410433e-14
