sigma,folded_dimension,effective_cloud_degree,positive_order,real,imag,radius,angle,expected_radius,expected_angle,radial_error,phase_error
0.001,20480,5,selected,0.31975981719802926,-0.5915030229452559,0.6724003025340582,-1.0752074274485377,,,,
0.001,20480,5,selected,0.31975981719802926,0.5915030229452559,0.6724003025340582,1.0752074274485377,,,,
0.001,20480,5,selected,-0.0030997322100074845,-0.6594956479298192,0.6595029325015513,-1.5754964478558418,,,,
0.001,20480,5,selected,-0.0030997322100074845,0.6594956479298192,0.6595029325015513,1.5754964478558418,,,,
0.001,20480,5,all,0.3899000279979519,0.0,0.3899000279979519,0.0,,,,
0.001,20480,5,all,0.306571459991534,-0.17949312019818786,0.3552517984188424,-0.5296786468800753,,,,
0.001,20480,5,all,0.306571459991534,0.17949312019818786,0.3552517984188424,0.5296786468800753,,,,
0.001,20480,5,all,0.18923223830033967,0.26263918439203554,0.3237100263975001,0.9464422885185976,,,,
0.001,20480,5,all,0.18923223830033967,-0.26263918439203554,0.3237100263975001,-0.9464422885185976,,,,
0.001,20480,5,all,-0.2989859076616626,-0.11627597153493012,0.32080005382895455,-2.770690690562683,,,,
0.001,20480,5,all,-0.2989859076616626,0.11627597153493012,0.32080005382895455,2.770690690562683,,,,
0.001,20480,5,all,0.0433835565491996,-0.302036446895397,0.3051362781316793,-1.4281352663171525,,,,
0.001,20480,5,all,0.0433835565491996,0.302036446895397,0.3051362781316793,1.4281352663171525,,,,
0.001,20480,5,all,-0.14642707193394558,0.2591537866279453,0.2976601628010565,2.0850980266349444,,,,
0.001,20480,5,all,-0.14642707193394558,-0.2591537866279453,0.2976601628010565,-2.0850980266349444,,,,
0.001,20480,5,all,-0.0717928853208441,0.18627159643742192,0.19962796903750146,1.93867130430803,,,,
0.001,20480,5,all,-0.0717928853208441,-0.18627159643742192,0.19962796903750146,-1.93867130430803,,,,
0.001,20480,5,all,-0.13993757305264054,-0.1097698430759429,0.17785371179927686,-2.4764241187120213,,,,
0.001,20480,5,all,-0.13993757305264054,0.1097698430759429,0.17785371179927686,2.4764241187120213,,,,
0.001,20480,5,all,-0.17235967399974308,0.0,0.17235967399974308,3.141592653589793,,,,
0.001,20480,5,all,0.16299188713606655,0.0,0.16299188713606655,0.0,,,,
0.001,20480,5,all,0.05671696723439136,0.15088739169425436,0.16119497307472824,1.2112461593034518,,,,
0.001,20480,5,all,0.05671696723439136,-0.15088739169425436,0.16119497307472824,-1.2112461593034518,,,,
0.001,20480,5,all,0.11569946561672928,0.07990813040134245,0.1406117905733181,0.6044249172323478,,,,
0.001,20480,5,all,0.11569946561672928,-0.07990813040134245,0.1406117905733181,-0.6044249172323478,,,,
0.001,20480,5,all,-0.02909116131098914,0.12670978676564013,0.13000640649066483,1.7964742399155083,,,,
0.001,20480,5,all,-0.02909116131098914,-0.12670978676564013,0.13000640649066483,-1.7964742399155083,,,,
0.001,20480,5,all,0.06675263700897982,0.04642962850305686,0.081311899194303,0.6077314414426949,,,,
0.001,20480,5,all,0.06675263700897982,-0.04642962850305686,0.081311899194303,-0.6077314414426949,,,,
0.001,20480,5,all,0.008553668805538997,-0.0781013652787641,0.0785683683707495,-1.461710994054882,,,,
0.001,20480,5,all,0.008553668805538997,0.0781013652787641,0.0785683683707495,1.461710994054882,,,,
0.001,20480,5,all,-0.04301461091453887,0.05573518682316493,0.0704036064583503,2.2280837660383264,,,,
0.001,20480,5,all,-0.04301461091453887,-0.05573518682316493,0.0704036064583503,-2.2280837660383264,,,,
0.001,20480,5,all,-0.06827363035031325,0.0,0.06827363035031325,3.141592653589793,,,,
0.001,20480,5,all,-0.061711179257789225,0.0,0.061711179257789225,3.141592653589793,,,,
0.001,20480,5,all,-0.049480125360865795,-0.035351731330416886,0.0608114110491195,-2.5212256179757913,,,,
0.001,20480,5,all,-0.049480125360865795,0.035351731330416886,0.0608114110491195,2.5212256179757913,,,,
0.001,20480,5,all,0.06008220514308233,0.0,0.06008220514308233,0.0,,,,
0.001,20480,5,all,-0.04940101447165546,0.018065106209386183,0.05260045905869183,2.7910153148818817,,,,
0.001,20480,5,all,-0.04940101447165546,-0.018065106209386183,0.05260045905869183,-2.7910153148818817,,,,
0.001,20480,5,all,0.038747633090511636,0.033222911060876055,0.051040580810525586,0.708784758091752,,,,
0.001,20480,5,all,0.038747633090511636,-0.033222911060876055,0.051040580810525586,-0.708784758091752,,,,
0.001,20480,5,all,-0.02589944192895304,0.04341925015110523,0.05055702103482228,2.108635931837695,,,,
0.001,20480,5,all,-0.02589944192895304,-0.04341925015110523,0.05055702103482228,-2.108635931837695,,,,
0.001,20480,5,all,-0.01148582444699256,-0.048267917610452994,0.049615683343844114,-1.8044113400025474,,,,
0.001,20480,5,all,-0.01148582444699256,0.048267917610452994,0.049615683343844114,1.8044113400025474,,,,
0.001,20480,5,all,0.04932363217465383,0.0,0.04932363217465383,0.0,,,,
0.001,20480,5,all,0.016118137450526697,0.04494992129735669,0.04775237983087997,1.226498501885677,,,,
0.001,20480,5,all,0.016118137450526697,-0.04494992129735669,0.04775237983087997,-1.226498501885677,,,,
0.001,20480,5,all,0.00469822810240821,-0.042992849808676306,0.04324879746274637,-1.4619489493445748,,,,
0.001,20480,5,all,0.00469822810240821,0.042992849808676306,0.04324879746274637,1.4619489493445748,,,,
0.001,20480,5,all,0.03785096199136241,-0.014032969646680282,0.040368546676542764,-0.35503307064348294,,,,
0.001,20480,5,all,0.03785096199136241,0.014032969646680282,0.040368546676542764,0.35503307064348294,,,,
0.001,20480,5,all,-0.012889414956400402,-0.034837581646771115,0.03714557999161841,-1.9251638678778544,,,,
0.001,20480,5,all,-0.012889414956400402,0.034837581646771115,0.03714557999161841,1.9251638678778544,,,,
0.001,20480,5,all,0.03343432286529745,0.014901010010891756,0.03660456316916851,0.4192556337510257,,,,
0.001,20480,5,all,0.03343432286529745,-0.014901010010891756,0.03660456316916851,-0.4192556337510257,,,,
0.001,20480,5,all,-0.02549024982672545,0.024733106998908804,0.035517311526188866,2.371268860457542,,,,
0.001,20480,5,all,-0.02549024982672545,-0.024733106998908804,0.035517311526188866,-2.371268860457542,,,,
0.001,20480,5,all,0.033736471046058196,0.007667094614011174,0.03459673132626437,0.22346856344949878,,,,
0.001,20480,5,all,0.033736471046058196,-0.007667094614011174,0.03459673132626437,-0.22346856344949878,,,,
0.001,20480,5,all,0.014837325454680826,-0.03110709189092462,0.034464436634863885,-1.1257372698696906,,,,
0.001,20480,5,all,0.014837325454680826,0.03110709189092462,0.034464436634863885,1.1257372698696906,,,,
0.001,20480,5,all,-0.03128692746139004,-0.00973233692087452,0.0327656865015171,-2.840013643875339,,,,
0.001,20480,5,all,-0.03128692746139004,0.00973233692087452,0.0327656865015171,2.840013643875339,,,,
0.001,20480,5,all,-0.010838299436059233,0.030846894798562046,0.03269556014781267,1.9086803226792488,,,,
0.001,20480,5,all,-0.010838299436059233,-0.030846894798562046,0.03269556014781267,-1.9086803226792488,,,,
0.001,20480,5,all,0.021727859032202035,-0.02387781495798413,0.03228389544790056,-0.8325055773229371,,,,
0.001,20480,5,all,0.021727859032202035,0.02387781495798413,0.03228389544790056,0.8325055773229371,,,,
0.001,20480,5,all,-0.02732996898122403,-0.015751673577169396,0.03154429306540827,-2.61874314261523,,,,
0.001,20480,5,all,-0.02732996898122403,0.015751673577169396,0.03154429306540827,2.61874314261523,,,,
0.001,20480,5,all,-0.031122025366669703,0.0,0.031122025366669703,3.141592653589793,,,,
0.0005,40960,5,1,0.6508614229202205,0.32688755033027106,0.7283378765426521,0.46543666465128547,0.7718445063460382,0.5235987755982988,-0.04350662980338604,-0.058162110947013346
0.0005,40960,5,2,0.3704173605160133,0.5758572653380799,0.6847047619334204,0.9991843887712939,0.7718445063460382,1.0471975511965976,-0.08713974441261774,-0.048013162425303735
0.0005,40960,5,3,-0.025199778493637304,0.665677040935696,0.6661538498462894,1.6086341214510151,0.7718445063460382,1.5707963267948966,-0.10569065649974874,0.037837794656118584
0.0005,40960,5,4,-0.3886163884679528,0.6010261931145466,0.7157200445674545,2.144769287988562,0.7718445063460382,2.0943951023931953,-0.056124461778583656,0.05037418559536677
0.0005,40960,5,5,-0.6565346401149744,0.3584532054974039,0.7480149959741871,2.641842903991418,0.7718445063460382,2.6179938779914944,-0.023829510371851104,0.02384902599992378
0.0005,40960,5,selected,-0.6565346401149744,0.3584532054974039,0.7480149959741871,2.641842903991418,,,,
0.0005,40960,5,selected,-0.6565346401149744,-0.3584532054974039,0.7480149959741871,-2.641842903991418,,,,
0.0005,40960,5,selected,0.6508614229202205,0.32688755033027106,0.7283378765426521,0.46543666465128547,,,,
0.0005,40960,5,selected,0.6508614229202205,-0.32688755033027106,0.7283378765426521,-0.46543666465128547,,,,
0.0005,40960,5,selected,-0.3886163884679528,0.6010261931145466,0.7157200445674545,2.144769287988562,,,,
0.0005,40960,5,selected,-0.3886163884679528,-0.6010261931145466,0.7157200445674545,-2.144769287988562,,,,
0.0005,40960,5,selected,0.3704173605160133,-0.5758572653380799,0.6847047619334204,-0.9991843887712939,,,,
0.0005,40960,5,selected,0.3704173605160133,0.5758572653380799,0.6847047619334204,0.9991843887712939,,,,
0.0005,40960,5,selected,-0.025199778493637304,-0.665677040935696,0.6661538498462894,-1.6086341214510151,,,,
0.0005,40960,5,selected,-0.025199778493637304,0.665677040935696,0.6661538498462894,1.6086341214510151,,,,
0.0005,40960,5,all,0.06249515926690395,-0.48054566772450974,0.484592389230981,-1.4414717546112163,,,,
0.0005,40960,5,all,0.06249515926690395,0.48054566772450974,0.484592389230981,1.4414717546112163,,,,
0.0005,40960,5,all,0.39869689921550516,0.10760751122995559,0.41296318712103586,0.26361679888076545,,,,
0.0005,40960,5,all,0.39869689921550516,-0.10760751122995559,0.41296318712103586,-0.26361679888076545,,,,
0.0005,40960,5,all,0.28038143594505693,0.23729488044645103,0.3673181317450958,0.7023588707221813,,,,
0.0005,40960,5,all,0.28038143594505693,-0.23729488044645103,0.3673181317450958,-0.7023588707221813,,,,
0.0005,40960,5,all,0.13558905172646626,-0.3205312127223379,0.34802966723734197,-1.1706094081236564,,,,
0.0005,40960,5,all,0.13558905172646626,0.3205312127223379,0.34802966723734197,1.1706094081236564,,,,
0.0005,40960,5,all,-0.05979446265037762,0.3385510236556685,0.34379088612403386,1.7456122208147224,,,,
0.0005,40960,5,all,-0.05979446265037762,-0.3385510236556685,0.34379088612403386,-1.7456122208147224,,,,
0.0005,40960,5,all,-0.222365241922446,-0.23826620682762217,0.32590962877959156,-2.3216882630082454,,,,
0.0005,40960,5,all,-0.222365241922446,0.23826620682762217,0.32590962877959156,2.3216882630082454,,,,
0.0005,40960,5,all,-0.30159967797547305,-0.073803118990109,0.3104984156603335,-2.9016031639388564,,,,
0.0005,40960,5,all,-0.30159967797547305,0.073803118990109,0.3104984156603335,2.9016031639388564,,,,
0.0005,40960,5,all,-0.15931678804973737,0.1050237347313798,0.19081882457297594,2.55876788621485,,,,
0.0005,40960,5,all,-0.15931678804973737,-0.1050237347313798,0.19081882457297594,-2.55876788621485,,,,
0.0005,40960,5,all,-0.1876804893747039,0.0,0.1876804893747039,3.141592653589793,,,,
0.0005,40960,5,all,-0.07249194178809176,-0.1611376002262911,0.17669297617872673,-1.993547143826603,,,,
0.0005,40960,5,all,-0.07249194178809176,0.1611376002262911,0.17669297617872673,1.993547143826603,,,,
0.0005,40960,5,all,0.04833164881395323,0.16219818125891253,0.16924596976227926,1.2811947077514443,,,,
0.0005,40960,5,all,0.04833164881395323,-0.16219818125891253,0.16924596976227926,-1.2811947077514443,,,,
0.0005,40960,5,all,0.1444421875349255,0.049893717396699816,0.1528166501907967,0.3325919027770014,,,,
0.0005,40960,5,all,0.1444421875349255,-0.049893717396699816,0.1528166501907967,-0.3325919027770014,,,,
0.0005,40960,5,all,0.11957298100394853,0.0944796962814345,0.15239458912836357,0.6687013137593999,,,,
0.0005,40960,5,all,0.11957298100394853,-0.0944796962814345,0.15239458912836357,-0.6687013137593999,,,,
0.0005,40960,5,all,-0.033090495801754646,0.13068901453627121,0.1348132019976814,1.8187847479336734,,,,
0.0005,40960,5,all,-0.033090495801754646,-0.13068901453627121,0.1348132019976814,-1.8187847479336734,,,,
0.0005,40960,5,all,0.06519387160998627,-0.06493314847986698,0.09201388301233583,-0.7833945612166332,,,,
0.0005,40960,5,all,0.06519387160998627,0.06493314847986698,0.09201388301233583,0.7833945612166332,,,,
0.0005,40960,5,all,0.0037650321695457617,-0.09158034997952418,0.09165771091190227,-1.5297076748544411,,,,
0.0005,40960,5,all,0.0037650321695457617,0.09158034997952418,0.09165771091190227,1.5297076748544411,,,,
0.0005,40960,5,all,-0.050475987761081344,0.0755603337916351,0.09086907825635818,2.159736856715976,,,,
0.0005,40960,5,all,-0.050475987761081344,-0.0755603337916351,0.09086907825635818,-2.159736856715976,,,,
0.0005,40960,5,all,-0.08639676991362599,-0.023153137975982292,0.08944534448277844,-2.8797587816968426,,,,
0.0005,40960,5,all,-0.08639676991362599,0.023153137975982292,0.08944534448277844,2.8797587816968426,,,,
0.0005,40960,5,all,0.08181264320163087,-0.010839865294713253,0.08252763941398594,-0.13172894286623024,,,,
0.0005,40960,5,all,0.08181264320163087,0.010839865294713253,0.08252763941398594,0.13172894286623024,,,,
0.0005,40960,5,all,-0.0688145936235853,0.04391973360918935,0.08163572316015424,2.5735341282148827,,,,
0.0005,40960,5,all,-0.0688145936235853,-0.04391973360918935,0.08163572316015424,-2.5735341282148827,,,,
0.0005,40960,5,all,0.0794819473136888,0.0,0.0794819473136888,0.0,,,,
0.0005,40960,5,all,-0.021877443367953477,0.07429743800091818,0.0774514804365823,1.8571606026548702,,,,
0.0005,40960,5,all,-0.021877443367953477,-0.07429743800091818,0.0774514804365823,-1.8571606026548702,,,,
0.0005,40960,5,all,0.025726019648404208,-0.07272327405897162,0.07713950140366721,-1.230782691081651,,,,
0.0005,40960,5,all,0.025726019648404208,0.07272327405897162,0.07713950140366721,1.230782691081651,,,,
0.0005,40960,5,all,0.06206990567515834,-0.04095808417942045,0.07436556898304178,-0.583282621319482,,,,
0.0005,40960,5,all,0.06206990567515834,0.04095808417942045,0.07436556898304178,0.583282621319482,,,,
0.0005,40960,5,all,-0.07389467527747985,0.005729684499686675,0.07411647805198343,3.064208958373918,,,,
0.0005,40960,5,all,-0.07389467527747985,-0.005729684499686675,0.07411647805198343,-3.064208958373918,,,,
0.0005,40960,5,all,-0.047217507831020876,0.056937165643975225,0.07396846542508496,2.2631445156977286,,,,
0.0005,40960,5,all,-0.047217507831020876,-0.056937165643975225,0.07396846542508496,-2.2631445156977286,,,,
0.0005,40960,5,all,0.04671120106508325,-0.057346616654040485,0.07396330675820348,-0.8872512763385243,,,,
0.0005,40960,5,all,0.04671120106508325,0.057346616654040485,0.07396330675820348,0.8872512763385243,,,,
0.0005,40960,5,all,0.0666342534503235,0.028082682946488576,0.07231017089147937,0.398855808696459,,,,
0.0005,40960,5,all,0.0666342534503235,-0.028082682946488576,0.07231017089147937,-0.398855808696459,,,,
0.0005,40960,5,all,-0.0641305760233471,-0.025362636435481232,0.0689637158804882,-2.7649851663841267,,,,
0.0005,40960,5,all,-0.0641305760233471,0.025362636435481232,0.0689637158804882,2.7649851663841267,,,,
0.0005,40960,5,all,-0.05320701801962735,0.03832218961244345,0.06557115969107927,2.5174070164339795,,,,
0.0005,40960,5,all,-0.05320701801962735,-0.03832218961244345,0.06557115969107927,-2.5174070164339795,,,,
0.0005,40960,5,all,-0.015264819949535019,-0.06302508132515906,0.06484732534295178,-1.8084226250385305,,,,
0.0005,40960,5,all,-0.015264819949535019,0.06302508132515906,0.06484732534295178,1.8084226250385305,,,,
0.0005,40960,5,all,0.016908157116202922,0.05934389182458867,0.061705617847605136,1.29323279075322,,,,
0.0005,40960,5,all,0.016908157116202922,-0.05934389182458867,0.061705617847605136,-1.29323279075322,,,,
0.0005,40960,5,all,-0.024979106613732635,-0.05611168400194557,0.06142049209143815,-1.9896244097894722,,,,
0.0005,40960,5,all,-0.024979106613732635,0.05611168400194557,0.06142049209143815,1.9896244097894722,,,,
0.0005,40960,5,all,0.01997116775306334,0.05790971412157115,0.06125669376535999,1.23870135083952,,,,
0.0005,40960,5,all,0.01997116775306334,-0.05790971412157115,0.06125669376535999,-1.23870135083952,,,,
0.0005,40960,5,all,0.04893206122277703,-0.03607664732860529,0.060793676463775106,-0.6353107102725878,,,,
0.0005,40960,5,all,0.04893206122277703,0.03607664732860529,0.060793676463775106,0.6353107102725878,,,,
0.0002,102400,6,1,0.6794294249816675,0.2929601543053704,0.7398986386942105,0.40709818124171826,0.7718445063460382,0.4487989505128276,-0.03194586765182772,-0.04170076927110933
0.0002,102400,6,2,0.4582795680459715,0.5412952156670028,0.7092395032655677,0.8682589650362942,0.7718445063460382,0.8975979010256552,-0.06260500308047046,-0.029338935989360992
0.0002,102400,6,3,0.1533156115425158,0.6792808315891928,0.6963678086379073,1.3488130138222902,0.7718445063460382,1.3463968515384828,-0.07547669770813092,0.002416162283807477
0.0002,102400,6,4,-0.17793578104125896,0.6893740535038856,0.7119675047494379,1.823395209951811,0.7718445063460382,1.7951958020513104,-0.059877001596600254,0.028199407900500573
0.0002,102400,6,5,-0.4727143723696874,0.562278664540584,0.7345857161981916,2.2698734032875585,0.7718445063460382,2.243994752564138,-0.03725879014784661,0.02587865072342055
0.0002,102400,6,6,-0.6832270900491788,0.32069692651842835,0.7547488160013468,2.7027351579122687,0.7718445063460382,2.6927937030769655,-0.017095690344691383,0.009941454835303176
0.0002,102400,6,selected,-0.6832270900491788,-0.32069692651842835,0.7547488160013468,-2.7027351579122687,,,,
0.0002,102400,6,selected,-0.6832270900491788,0.32069692651842835,0.7547488160013468,2.7027351579122687,,,,
0.0002,102400,6,selected,0.6794294249816675,-0.2929601543053704,0.7398986386942105,-0.40709818124171826,,,,
0.0002,102400,6,selected,0.6794294249816675,0.2929601543053704,0.7398986386942105,0.40709818124171826,,,,
0.0002,102400,6,selected,-0.4727143723696874,0.562278664540584,0.7345857161981916,2.2698734032875585,,,,
0.0002,102400,6,selected,-0.4727143723696874,-0.562278664540584,0.7345857161981916,-2.2698734032875585,,,,
0.0002,102400,6,selected,-0.17793578104125896,-0.6893740535038856,0.7119675047494379,-1.823395209951811,,,,
0.0002,102400,6,selected,-0.17793578104125896,0.6893740535038856,0.7119675047494379,1.823395209951811,,,,
0.0002,102400,6,selected,0.4582795680459715,0.5412952156670028,0.7092395032655677,0.8682589650362942,,,,
0.0002,102400,6,selected,0.4582795680459715,-0.5412952156670028,0.7092395032655677,-0.8682589650362942,,,,
0.0002,102400,6,selected,0.1533156115425158,-0.6792808315891928,0.6963678086379073,-1.3488130138222902,,,,
0.0002,102400,6,selected,0.1533156115425158,0.6792808315891928,0.6963678086379073,1.3488130138222902,,,,
0.0002,102400,6,all,0.4020341197842452,0.09815905815274717,0.4138437315800823,0.23947094659150198,,,,
0.0002,102400,6,all,0.4020341197842452,-0.09815905815274717,0.4138437315800823,-0.23947094659150198,,,,
0.0002,102400,6,all,0.09673436561734666,0.38329947696694283,0.3953176274017166,1.323585681689117,,,,
0.0002,102400,6,all,0.09673436561734666,-0.38329947696694283,0.3953176274017166,-1.323585681689117,,,,
0.0002,102400,6,all,0.30487857789859774,0.2154114726687645,0.3733002140620833,0.6151073593085894,,,,
0.0002,102400,6,all,0.30487857789859774,-0.2154114726687645,0.3733002140620833,-0.6151073593085894,,,,
0.0002,102400,6,all,0.0019098558280351832,-0.3724331634328582,0.3724380603186118,-1.565668321894359,,,,
0.0002,102400,6,all,0.0019098558280351832,0.3724331634328582,0.3724380603186118,1.565668321894359,,,,
0.0002,102400,6,all,0.19353945140507722,-0.2996574794698141,0.35672415709113436,-0.997330691637545,,,,
0.0002,102400,6,all,0.19353945140507722,0.2996574794698141,0.35672415709113436,0.997330691637545,,,,
0.0002,102400,6,all,-0.3560024645656613,0.0,0.3560024645656613,3.141592653589793,,,,
0.0002,102400,6,all,-0.1528325806216818,0.30381976977280034,0.34009447246946,2.0368705702500023,,,,
0.0002,102400,6,all,-0.1528325806216818,-0.30381976977280034,0.34009447246946,-2.0368705702500023,,,,
0.0002,102400,6,all,-0.2816625441170696,0.1807508424952347,0.33467096650477063,2.5710542894908435,,,,
0.0002,102400,6,all,-0.2816625441170696,-0.1807508424952347,0.33467096650477063,-2.5710542894908435,,,,
0.0002,102400,6,all,-0.17634238767236715,0.13888419403143468,0.22446705112722584,2.474469299503668,,,,
0.0002,102400,6,all,-0.17634238767236715,-0.13888419403143468,0.22446705112722584,-2.474469299503668,,,,
0.0002,102400,6,all,-0.11457713449466073,0.18629165961632896,0.2187064292416063,2.122202529569453,,,,
0.0002,102400,6,all,-0.11457713449466073,-0.18629165961632896,0.2187064292416063,-2.122202529569453,,,,
0.0002,102400,6,all,-0.201695363675563,0.044069951783630885,0.20645382141880828,2.9264758456471807,,,,
0.0002,102400,6,all,-0.201695363675563,-0.044069951783630885,0.20645382141880828,-2.9264758456471807,,,,
0.0002,102400,6,all,-0.014743276101707815,0.1948957246854162,0.19545257146137712,1.6462995203573647,,,,
0.0002,102400,6,all,-0.014743276101707815,-0.1948957246854162,0.19545257146137712,-1.6462995203573647,,,,
0.0002,102400,6,all,0.16931497678380866,0.06252708673961153,0.18049154534061856,0.353759214235137,,,,
0.0002,102400,6,all,0.16931497678380866,-0.06252708673961153,0.18049154534061856,-0.353759214235137,,,,
0.0002,102400,6,all,0.08107489006323827,0.1609497924290975,0.18021646284880785,1.1041709010212286,,,,
0.0002,102400,6,all,0.08107489006323827,-0.1609497924290975,0.18021646284880785,-1.1041709010212286,,,,
0.0002,102400,6,all,0.10806898329006623,0.0908317600868102,0.141171221535469,0.6989517095406973,,,,
0.0002,102400,6,all,0.10806898329006623,-0.0908317600868102,0.141171221535469,-0.6989517095406973,,,,
0.0002,102400,6,all,0.10029402911466528,0.07938765611082156,0.12791126697372437,0.6695667168066656,,,,
0.0002,102400,6,all,0.10029402911466528,-0.07938765611082156,0.12791126697372437,-0.6695667168066656,,,,
0.0002,102400,6,all,0.11834784402420104,-0.04219921115311327,0.1256462717597369,-0.3425151973093115,,,,
0.0002,102400,6,all,0.11834784402420104,0.04219921115311327,0.1256462717597369,0.3425151973093115,,,,
0.0002,102400,6,all,-0.025618284321133052,-0.1205209592301787,0.12321362792045695,-1.7802418991161522,,,,
0.0002,102400,6,all,-0.025618284321133052,0.1205209592301787,0.12321362792045695,1.7802418991161522,,,,
0.0002,102400,6,all,-0.06535457346107146,-0.10154396557138172,0.12075759692971925,-2.1426653693022004,,,,
0.0002,102400,6,all,-0.06535457346107146,0.10154396557138172,0.12075759692971925,2.1426653693022004,,,,
0.0002,102400,6,all,-0.12034857479458062,0.0,0.12034857479458062,3.141592653589793,,,,
0.0002,102400,6,all,0.01675780882452326,0.11903058873991529,0.1202044309182075,1.4309298387720661,,,,
0.0002,102400,6,all,0.01675780882452326,-0.11903058873991529,0.1202044309182075,-1.4309298387720661,,,,
0.0002,102400,6,all,0.06485865193437088,-0.10095673017323491,0.11999544198849901,-0.9997539938948531,,,,
0.0002,102400,6,all,0.06485865193437088,0.10095673017323491,0.11999544198849901,0.9997539938948531,,,,
0.0002,102400,6,all,-0.09311410935377473,0.07475883368899486,0.11941155963844334,2.465102143782113,,,,
0.0002,102400,6,all,-0.09311410935377473,-0.07475883368899486,0.11941155963844334,-2.465102143782113,,,,
0.0002,102400,6,all,0.050340848086243214,0.1078084131086327,0.1189825824355978,1.133938739599097,,,,
0.0002,102400,6,all,0.050340848086243214,-0.1078084131086327,0.1189825824355978,-1.133938739599097,,,,
0.0002,102400,6,all,-0.11318127500224015,-0.03638145929975542,0.11888486695922434,-2.830580248789138,,,,
0.0002,102400,6,all,-0.11318127500224015,0.03638145929975542,0.11888486695922434,2.830580248789138,,,,
0.0002,102400,6,all,0.11567380334985872,0.0,0.11567380334985872,0.0,,,,
0.0002,102400,6,all,0.019836036045224915,-0.10990043724813622,0.11167620352303793,-1.3922278717113032,,,,
0.0002,102400,6,all,0.019836036045224915,0.10990043724813622,0.11167620352303793,1.3922278717113032,,,,
0.0002,102400,6,all,-0.05217565915788011,-0.09786546569028069,0.11090513416129474,-2.060600454733285,,,,
0.0002,102400,6,all,-0.05217565915788011,0.09786546569028069,0.11090513416129474,2.060600454733285,,,,
0.0002,102400,6,all,-0.0896758351198611,-0.0636394367476641,0.10996241773444441,-2.524412226943339,,,,
0.0002,102400,6,all,-0.0896758351198611,0.0636394367476641,0.10996241773444441,2.524412226943339,,,,
0.0002,102400,6,all,-0.015336486796075518,0.10862655322645555,0.10970385541587031,1.711054722282442,,,,
0.0002,102400,6,all,-0.015336486796075518,-0.10862655322645555,0.10970385541587031,-1.711054722282442,,,,
0.0002,102400,6,all,0.10840159277837351,0.0,0.10840159277837351,0.0,,,,
0.0002,102400,6,all,-0.10824980367682549,0.0,0.10824980367682549,3.141592653589793,,,,
0.0002,102400,6,all,0.0478646522106266,0.09505999000527111,0.10643038396551281,1.1043362981641283,,,,
0.0002,102400,6,all,0.0478646522106266,-0.09505999000527111,0.10643038396551281,-1.1043362981641283,,,,
0.0002,102400,6,all,-0.09857915197293723,-0.04005863740181315,0.1064074416297723,-2.755615455400239,,,,
0.0002,102400,6,all,-0.09857915197293723,0.04005863740181315,0.1064074416297723,2.755615455400239,,,,
0.0002,102400,6,all,0.10351842987374651,-0.021274094064280005,0.10568184518535627,-0.20268817903336311,,,,
0.0002,102400,6,all,0.10351842987374651,0.021274094064280005,0.10568184518535627,0.20268817903336311,,,,
0.0002,102400,6,all,0.09783214817539171,-0.03966504813164515,0.10556725467633193,-0.3851870591935646,,,,
0.0001,204800,7,1,0.6966492631987262,0.26859137638901304,0.746633459862249,0.3679855707836465,0.7718445063460382,0.39269908169872414,-0.025211046483789135,-0.02471351091507762
0.0001,204800,7,2,0.5144395468438083,0.5043517927812528,0.7204295789586422,0.7754967988978888,0.7718445063460382,0.7853981633974483,-0.05141492738739595,-0.009901364499559473
0.0001,204800,7,3,0.26809572951198674,0.6578354074311188,0.7103680338054567,1.183804957463873,0.7718445063460382,1.1780972450961724,-0.06147647254058153,0.005707712367700513
0.0001,204800,7,4,-0.006717657025643808,0.7128611946812438,0.7128928459441042,1.5802195612729086,0.7718445063460382,1.5707963267948966,-0.058951660401934,0.009423234478012077
0.0001,204800,7,5,-0.28066546105945317,0.6677203179433804,0.7243089976150541,1.9687080855913575,0.7718445063460382,1.9634954084936207,-0.04753550873098411,0.005212677097736762
0.0001,204800,7,6,-0.5233935289767859,0.5234434060617995,0.7402254964025162,2.356146844677264,0.7718445063460382,2.356194490192345,-0.03161900994352196,-4.764551508085191e-05
0.0001,204800,7,7,-0.6978952321396112,0.29330221114845634,0.7570230789796144,2.7437378715520344,0.7718445063460382,2.748893571891069,-0.014821427366423778,-0.0051557003390345635
0.0001,204800,7,selected,-0.6978952321396112,-0.29330221114845634,0.7570230789796144,-2.7437378715520344,,,,
0.0001,204800,7,selected,-0.6978952321396112,0.29330221114845634,0.7570230789796144,2.7437378715520344,,,,
0.0001,204800,7,selected,0.6966492631987262,-0.26859137638901304,0.746633459862249,-0.3679855707836465,,,,
0.0001,204800,7,selected,0.6966492631987262,0.26859137638901304,0.746633459862249,0.3679855707836465,,,,
0.0001,204800,7,selected,-0.5233935289767859,0.5234434060617995,0.7402254964025162,2.356146844677264,,,,
0.0001,204800,7,selected,-0.5233935289767859,-0.5234434060617995,0.7402254964025162,-2.356146844677264,,,,
0.0001,204800,7,selected,-0.28066546105945317,-0.6677203179433804,0.7243089976150541,-1.9687080855913575,,,,
0.0001,204800,7,selected,-0.28066546105945317,0.6677203179433804,0.7243089976150541,1.9687080855913575,,,,
